index,stadium_name,lon,lat,attendance
532,Telia Parken,56.1327356,10.196762,15842
533,MCH Arena,55.397745,10.35022493,9508
534,Blue Water Arena,55.70270425,12.57226378,5629
535,Energi Viborg Arena,56.1169164,8.951716477,7502
536,Sydbank Park,55.48194305,8.438397123,5347
537,HDS Arena,56.4559039,9.40202035,3487
538,BioNutria Park Randers,55.2613291,9.4877072,5705
539,Brøndby Stadion,55.7211638,12.3686863,11263
540,Right to Dream Park,56.46607165,10.01015413,2107
541,Right to Dream Park,55.6503299,12.4170778,2357
542,Ceres Park,55.81619865,12.35303259,7713
543,EWII Park (Odense),55.81619865,12.35303259,4722
544,Aalborg Portland Park,56.1327356,10.196762,6185
545,Telia Parken,55.397745,10.35022493,29178
546,Blue Water Arena,57.05203525,9.898599342,5596
547,MCH Arena,55.70270425,12.57226378,7011
548,HDS Arena,55.48194305,8.438397123,1570
549,Sydbank Park,56.1169164,8.951716477,5585
550,Energi Viborg Arena,55.7211638,12.3686863,4437
551,Brøndby Stadion,55.2613291,9.4877072,8440
552,BioNutria Park Randers,56.4559039,9.40202035,4136
553,Ceres Park,55.6503299,12.4170778,4672
554,HDS Arena,56.46607165,10.01015413,1337
555,Right to Dream Park,56.1327356,10.196762,3702
556,Aalborg Portland Park,55.7211638,12.3686863,9420
557,Telia Parken,55.81619865,12.35303259,18089
558,Blue Water Arena,57.05203525,9.898599342,5675
559,Sydbank Park,55.70270425,12.57226378,7684
560,BioNutria Park Randers,55.48194305,8.438397123,4599
561,Energi Viborg Arena,55.2613291,9.4877072,4655
562,EWII Park (Odense),56.46607165,10.01015413,9911
563,MCH Arena,56.4559039,9.40202035,8002
564,Brøndby Stadion,55.397745,10.35022493,8951
565,Sydbank Park,56.1169164,8.951716477,6345
566,HDS Arena,55.6503299,12.4170778,1411
567,Ceres Park,55.2613291,9.4877072,5032
568,Right to Dream Park,55.7211638,12.3686863,2526
569,BioNutria Park Randers,56.1327356,10.196762,5671
570,Aalborg Portland Park,55.81619865,12.35303259,10036
571,MCH Arena,56.46607165,10.01015413,7017
572,EWII Park (Odense),57.05203525,9.898599342,5776
573,Energi Viborg Arena,56.1169164,8.951716477,4304
574,Telia Parken,55.397745,10.35022493,23063
575,Blue Water Arena,56.4559039,9.40202035,8097
576,Ceres Park,55.70270425,12.57226378,5551
577,Sydbank Park,55.48194305,8.438397123,7242
578,Right to Dream Park,56.1327356,10.196762,3012
579,BioNutria Park Randers,55.2613291,9.4877072,4819
580,HDS Arena,55.81619865,12.35303259,3144
581,Aalborg Portland Park,56.46607165,10.01015413,6598
582,Brøndby Stadion,55.7211638,12.3686863,10116
583,Ceres Park,57.05203525,9.898599342,6308
584,Right to Dream Park,55.6503299,12.4170778,1754
585,Aalborg Portland Park,56.1327356,10.196762,7403
586,HDS Arena,55.81619865,12.35303259,3231
587,Sydbank Park,57.05203525,9.898599342,8125
588,Blue Water Arena,55.7211638,12.3686863,6089
589,BioNutria Park Randers,55.2613291,9.4877072,8541
590,Brøndby Stadion,55.48194305,8.438397123,18958
591,EWII Park (Odense),56.46607165,10.01015413,6056
592,Energi Viborg Arena,55.6503299,12.4170778,4154
593,MCH Arena,55.397745,10.35022493,9514
594,Telia Parken,56.4559039,9.40202035,27466
595,Energi Viborg Arena,56.1169164,8.951716477,2580
596,EWII Park (Odense),55.70270425,12.57226378,10778
597,Telia Parken,None,None,9953
598,Sydbank Park,56.4559039,9.40202035,5474
599,Aalborg Portland Park,55.397745,10.35022493,6493
600,Brøndby Stadion,55.70270425,12.57226378,10397
601,MCH Arena,55.2613291,9.4877072,5725
602,Ceres Park,57.05203525,9.898599342,8156
603,Blue Water Arena,55.6503299,12.4170778,5439
604,CASA Arena Horsens,56.1169164,8.951716477,2653
605,Lyngby Stadion,56.1327356,10.196762,2006
606,MASCOT PARK (Silkeborg),55.48194305,8.438397123,4902
607,Right to Dream Park,55.87177805,9.857520727,2619
608,BioNutria Park Randers,55.7813228,12.50571451,4443
609,Energi Viborg Arena,56.184187,9.575152258,2929
610,Telia Parken,55.81619865,12.35303259,9823
611,Sydbank Park,56.46607165,10.01015413,4494
612,MCH Arena,56.4559039,9.40202035,7625
613,Brøndby Stadion,55.70270425,12.57226378,12136
614,Ceres Park,55.2613291,9.4877072,13047
615,Aalborg Portland Park,56.1169164,8.951716477,7227
616,BioNutria Park Randers,55.6503299,12.4170778,4326
617,MASCOT PARK (Silkeborg),56.1327356,10.196762,2220
618,EWII Park (Odense),57.05203525,9.898599342,4488
619,Right to Dream Park,56.46607165,10.01015413,2234
620,Sydbank Park,56.184187,9.575152258,6054
621,MCH Arena,55.397745,10.35022493,8889
622,Blue Water Arena,55.81619865,12.35303259,4605
623,Energi Viborg Arena,55.2613291,9.4877072,4065
624,Lyngby Stadion,56.1169164,8.951716477,2463
625,CASA Arena Horsens,55.48194305,8.438397123,2025
626,Telia Parken,56.4559039,9.40202035,12074
627,EWII Park (Odense),55.7813228,12.50571451,4634
628,Brøndby Stadion,55.87177805,9.857520727,9442
629,Aalborg Portland Park,55.70270425,12.57226378,6114
630,Right to Dream Park,55.397745,10.35022493,1903
631,CASA Arena Horsens,55.6503299,12.4170778,1663
632,Telia Parken,57.05203525,9.898599342,11818
633,MASCOT PARK (Silkeborg),55.81619865,12.35303259,2660
634,Ceres Park,55.87177805,9.857520727,13658
635,MCH Arena,55.70270425,12.57226378,4690
636,Blue Water Arena,56.184187,9.575152258,4042
637,BioNutria Park Randers,56.1327356,10.196762,4146
638,Lyngby Stadion,56.1169164,8.951716477,2314
639,Sydbank Park,55.48194305,8.438397123,4958
640,EWII Park (Odense),56.46607165,10.01015413,4199
641,Brøndby Stadion,55.7813228,12.50571451,23518
642,Aalborg Portland Park,55.2613291,9.4877072,6658
643,Energi Viborg Arena,55.397745,10.35022493,6043
644,BioNutria Park Randers,55.6503299,12.4170778,4128
645,MCH Arena,57.05203525,9.898599342,7161
646,Energi Viborg Arena,56.4559039,9.40202035,3096
647,Telia Parken,56.46607165,10.01015413,14219
648,Sydbank Park,56.1169164,8.951716477,4820
649,Aalborg Portland Park,56.4559039,9.40202035,11727
650,Ceres Park,55.70270425,12.57226378,7563
651,Blue Water Arena,55.2613291,9.4877072,4450
652,MASCOT PARK (Silkeborg),57.05203525,9.898599342,4164
653,Right to Dream Park,56.1327356,10.196762,2887
654,EWII Park (Odense),55.48194305,8.438397123,6520
655,Brøndby Stadion,56.184187,9.575152258,15778
656,CASA Arena Horsens,55.81619865,12.35303259,6095
657,Lyngby Stadion,55.397745,10.35022493,2648
658,Blue Water Arena,55.6503299,12.4170778,4032
659,BioNutria Park Randers,55.87177805,9.857520727,5729
660,CASA Arena Horsens,55.7813228,12.50571451,1528
661,Ceres Park,55.48194305,8.438397123,8578
662,Sydbank Park,56.46607165,10.01015413,4747
663,Lyngby Stadion,55.87177805,9.857520727,7073
664,Aalborg Portland Park,56.1327356,10.196762,5303
665,Telia Parken,55.2613291,9.4877072,20205
666,Energi Viborg Arena,55.7813228,12.50571451,3126
667,BioNutria Park Randers,57.05203525,9.898599342,5034
668,Brøndby Stadion,55.70270425,12.57226378,13147
669,MCH Arena,56.4559039,9.40202035,8008
670,Right to Dream Park,56.46607165,10.01015413,1288
671,MASCOT PARK (Silkeborg),55.6503299,12.4170778,2623
672,EWII Park (Odense),56.1169164,8.951716477,6478
673,MASCOT PARK (Silkeborg),55.81619865,12.35303259,2272
674,CASA Arena Horsens,56.184187,9.575152258,1947
675,Aalborg Portland Park,55.397745,10.35022493,5185
676,Lyngby Stadion,56.184187,9.575152258,1957
677,Energi Viborg Arena,55.87177805,9.857520727,4137
678,Brøndby Stadion,57.05203525,9.898599342,10695
679,Sydbank Park,55.7813228,12.50571451,4322
680,Ceres Park,56.4559039,9.40202035,5688
681,Telia Parken,55.6503299,12.4170778,13187
682,BioNutria Park Randers,55.2613291,9.4877072,3351
683,Right to Dream Park,56.1327356,10.196762,5426
684,MCH Arena,55.70270425,12.57226378,8617
685,Blue Water Arena,56.46607165,10.01015413,4731
686,Aalborg Portland Park,55.81619865,12.35303259,5149
687,Energi Viborg Arena,56.1169164,8.951716477,3326
688,Lyngby Stadion,55.48194305,8.438397123,1085
689,CASA Arena Horsens,57.05203525,9.898599342,2233
690,EWII Park (Odense),56.4559039,9.40202035,5825
691,Brøndby Stadion,55.7813228,12.50571451,10175
692,Blue Water Arena,55.87177805,9.857520727,4473
693,MASCOT PARK (Silkeborg),55.397745,10.35022493,2412
694,Right to Dream Park,55.6503299,12.4170778,1808
695,Lyngby Stadion,55.48194305,8.438397123,1838
696,Sydbank Park,56.184187,9.575152258,4532
697,Brøndby Stadion,55.81619865,12.35303259,12517
698,MCH Arena,55.7813228,12.50571451,10624
699,Ceres Park,55.2613291,9.4877072,4674
700,Blue Water Arena,55.6503299,12.4170778,3012
701,Ceres Park,56.1169164,8.951716477,5236
702,BioNutria Park Randers,56.1327356,10.196762,3451
703,EWII Park (Odense),55.48194305,8.438397123,4812
704,CASA Arena Horsens,56.1327356,10.196762,1962
705,Energi Viborg Arena,56.46607165,10.01015413,4311
706,Telia Parken,55.397745,10.35022493,10143
707,Lyngby Stadion,55.87177805,9.857520727,1282
708,Aalborg Portland Park,56.4559039,9.40202035,7284
709,Right to Dream Park,55.70270425,12.57226378,3483
710,BioNutria Park Randers,55.7813228,12.50571451,4857
711,EWII Park (Odense),57.05203525,9.898599342,6815
712,Sydbank Park,55.81619865,12.35303259,3322
713,MASCOT PARK (Silkeborg),56.46607165,10.01015413,2191
714,Aalborg Portland Park,55.397745,10.35022493,3929
715,CASA Arena Horsens,55.2613291,9.4877072,2422
716,Energi Viborg Arena,56.184187,9.575152258,1740
717,Lyngby Stadion,57.05203525,9.898599342,4649
718,Blue Water Arena,55.87177805,9.857520727,3166
719,Brøndby Stadion,56.4559039,9.40202035,7757
720,MCH Arena,55.7813228,12.50571451,6242
721,Ceres Park,55.48194305,8.438397123,4267
722,Sydbank Park,55.6503299,12.4170778,3847
723,Telia Parken,56.1169164,8.951716477,7368
724,Right to Dream Park,56.1327356,10.196762,1315
725,BioNutria Park Randers,55.2613291,9.4877072,5259
726,MASCOT PARK (Silkeborg),55.70270425,12.57226378,3943
727,EWII Park (Odense),55.81619865,12.35303259,4836
728,CASA Arena Horsens,56.46607165,10.01015413,1044
729,Telia Parken,56.184187,9.575152258,12069
730,Right to Dream Park,55.397745,10.35022493,2501
731,Blue Water Arena,55.87177805,9.857520727,5096
732,MCH Arena,55.70270425,12.57226378,6135
733,MASCOT PARK (Silkeborg),55.81619865,12.35303259,3957
734,Aalborg Portland Park,55.48194305,8.438397123,4024
735,CASA Arena Horsens,56.1169164,8.951716477,1316
736,Sydbank Park,56.184187,9.575152258,4952
737,Lyngby Stadion,57.05203525,9.898599342,2036
738,BioNutria Park Randers,55.87177805,9.857520727,4923
739,Ceres Park,55.2613291,9.4877072,9114
740,Brøndby Stadion,55.7813228,12.50571451,11061
741,Energi Viborg Arena,56.46607165,10.01015413,3710
742,Right to Dream Park,56.1327356,10.196762,2688
743,Blue Water Arena,55.6503299,12.4170778,4540
744,MASCOT PARK (Silkeborg),56.4559039,9.40202035,2764
745,Telia Parken,55.81619865,12.35303259,26686
746,Ceres Park,55.48194305,8.438397123,7547
747,MCH Arena,56.184187,9.575152258,7909
748,EWII Park (Odense),55.70270425,12.57226378,3452
749,BioNutria Park Randers,56.1327356,10.196762,3941
750,CASA Arena Horsens,56.1169164,8.951716477,2179
751,Aalborg Portland Park,55.397745,10.35022493,5310
752,Right to Dream Park,56.46607165,10.01015413,3716
753,Sydbank Park,55.87177805,9.857520727,6038
754,Lyngby Stadion,57.05203525,9.898599342,1224
755,Energi Viborg Arena,55.81619865,12.35303259,3112
756,Blue Water Arena,55.2613291,9.4877072,4429
757,MCH Arena,55.7813228,12.50571451,5870
758,Ceres Park,56.4559039,9.40202035,4289
759,MASCOT PARK (Silkeborg),55.48194305,8.438397123,2409
760,Telia Parken,56.1169164,8.951716477,11148
761,Brøndby Stadion,56.1327356,10.196762,12510
762,EWII Park (Odense),56.184187,9.575152258,3962
763,BioNutria Park Randers,55.70270425,12.57226378,8359
764,Right to Dream Park,55.6503299,12.4170778,1585
765,Lyngby Stadion,55.397745,10.35022493,2882
766,EWII Park (Odense),56.46607165,10.01015413,5910
767,CASA Arena Horsens,55.81619865,12.35303259,4977
768,Telia Parken,55.7813228,12.50571451,11505
769,Aalborg Portland Park,55.397745,10.35022493,6641
770,Energi Viborg Arena,55.87177805,9.857520727,5501
771,MCH Arena,55.70270425,12.57226378,7350
772,Blue Water Arena,57.05203525,9.898599342,4420
773,Brøndby Stadion,56.4559039,9.40202035,15118
774,Ceres Park,56.1169164,8.951716477,5211
775,MASCOT PARK (Silkeborg),55.48194305,8.438397123,2995
776,Sydbank Park,55.6503299,12.4170778,7072
777,CASA Arena Horsens,56.1327356,10.196762,2290
778,Right to Dream Park,56.184187,9.575152258,2815
779,MASCOT PARK (Silkeborg),55.2613291,9.4877072,2739
780,Blue Water Arena,55.87177805,9.857520727,3692
781,Energi Viborg Arena,55.81619865,12.35303259,5749
782,Brøndby Stadion,56.184187,9.575152258,12113
783,Sydbank Park,55.48194305,8.438397123,6348
784,EWII Park (Odense),56.4559039,9.40202035,5026
785,BioNutria Park Randers,55.6503299,12.4170778,3395
786,Aalborg Portland Park,55.2613291,9.4877072,4121
787,MCH Arena,55.397745,10.35022493,6439
788,Lyngby Stadion,56.46607165,10.01015413,5657
789,Telia Parken,57.05203525,9.898599342,17294
790,Ceres Park,56.1169164,8.951716477,9098
791,Sydbank Park,55.7813228,12.50571451,5442
792,Blue Water Arena,55.70270425,12.57226378,3062
793,Lyngby Stadion,56.1327356,10.196762,1748
794,Energi Viborg Arena,55.2613291,9.4877072,4260
795,Brøndby Stadion,55.48194305,8.438397123,23405
796,Aalborg Portland Park,55.7813228,12.50571451,5931
797,EWII Park (Odense),56.4559039,9.40202035,4449
798,MASCOT PARK (Silkeborg),55.6503299,12.4170778,3928
799,Sydbank Park,57.05203525,9.898599342,4112
800,CASA Arena Horsens,55.397745,10.35022493,2563
801,BioNutria Park Randers,56.184187,9.575152258,4343
802,Right to Dream Park,55.2613291,9.4877072,6238
803,Telia Parken,55.87177805,9.857520727,14376
804,Ceres Park,56.46607165,10.01015413,4111
805,EWII Park (Odense),55.81619865,12.35303259,5836
806,BioNutria Park Randers,55.70270425,12.57226378,2820
807,MCH Arena,56.1327356,10.196762,6417
808,Energi Viborg Arena,55.397745,10.35022493,4067
809,Telia Parken,56.46607165,10.01015413,17304
810,Brøndby Stadion,56.1169164,8.951716477,11626
811,MASCOT PARK (Silkeborg),56.4559039,9.40202035,5819
812,Right to Dream Park,55.70270425,12.57226378,8180
813,Lyngby Stadion,55.6503299,12.4170778,2386
814,Aalborg Portland Park,56.184187,9.575152258,5665
815,Ceres Park,55.81619865,12.35303259,15734
816,MCH Arena,55.7813228,12.50571451,7327
817,CASA Arena Horsens,57.05203525,9.898599342,1320
818,Blue Water Arena,56.1327356,10.196762,4710
819,Sydbank Park,56.1169164,8.951716477,3157
820,Lyngby Stadion,55.87177805,9.857520727,2416
821,Aalborg Portland Park,55.48194305,8.438397123,3681
822,EWII Park (Odense),55.2613291,9.4877072,4805
823,Telia Parken,55.7813228,12.50571451,24842
824,Right to Dream Park,57.05203525,9.898599342,1611
825,MASCOT PARK (Silkeborg),55.397745,10.35022493,2452
826,BioNutria Park Randers,55.70270425,12.57226378,3986
827,MCH Arena,55.81619865,12.35303259,6445
828,Brøndby Stadion,56.184187,9.575152258,6533
829,Right to Dream Park,56.46607165,10.01015413,2343
830,EWII Park (Odense),56.1169164,8.951716477,4447
831,Lyngby Stadion,55.6503299,12.4170778,4256
832,Sydbank Park,55.81619865,12.35303259,5712
833,Brøndby Stadion,55.397745,10.35022493,12322
834,Telia Parken,55.7813228,12.50571451,23294
835,MCH Arena,55.2613291,9.4877072,10499
836,BioNutria Park Randers,55.6503299,12.4170778,4924
837,MCH Arena,55.70270425,12.57226378,5534
838,Ceres Park,56.1169164,8.951716477,9623
839,Telia Parken,56.46607165,10.01015413,11006
840,Sydbank Park,56.1169164,8.951716477,4095
841,Lyngby Stadion,None,None,1387
842,HDS Arena,56.1327356,10.196762,2476
843,Brøndby Stadion,55.70270425,12.57226378,10288
844,EWII Park (Odense),55.2613291,9.4877072,6993
845,Ceres Park,55.7813228,12.50571451,6730
846,BioNutria Park Randers,55.7211638,12.3686863,4227
847,CASA Arena Horsens,55.6503299,12.4170778,1828
848,Aalborg Portland Park,55.397745,10.35022493,6016
849,Right to Dream Park,56.1327356,10.196762,5115
850,MCH Arena,56.46607165,10.01015413,5032
851,Helsingør Stadion,55.87177805,9.857520727,3984
852,Sydbank Park,57.05203525,9.898599342,5048
853,EWII Park (Odense),55.81619865,12.35303259,5009
854,Telia Parken,56.1169164,8.951716477,7089
855,MCH Arena,56.0458809,12.59682592,5372
856,Right to Dream Park,55.2613291,9.4877072,2309
857,Brøndby Stadion,55.397745,10.35022493,11834
858,JYSK park,55.70270425,12.57226378,9411
859,CASA Arena Horsens,56.1169164,8.951716477,2711
860,HDS Arena,55.81619865,12.35303259,3016
861,Lyngby Stadion,55.6503299,12.4170778,2255
862,Helsingør Stadion,56.184187,9.575152258,2227
863,EWII Park (Odense),55.87177805,9.857520727,4824
864,Brøndby Stadion,55.7211638,12.3686863,21169
865,Sydbank Park,55.7813228,12.50571451,6015
866,JYSK park,56.0458809,12.59682592,5246
867,Lyngby Stadion,55.397745,10.35022493,2089
868,Telia Parken,55.6503299,12.4170778,7918
869,MCH Arena,55.2613291,9.4877072,5628
870,BioNutria Park Randers,56.184187,9.575152258,6107
871,Ceres Park,55.7813228,12.50571451,6519
872,Aalborg Portland Park,55.70270425,12.57226378,7283
873,CASA Arena Horsens,56.1169164,8.951716477,3129
874,BioNutria Park Randers,56.46607165,10.01015413,3359
875,Telia Parken,56.1327356,10.196762,7953
876,EWII Park (Odense),57.05203525,9.898599342,7427
877,HDS Arena,55.87177805,9.857520727,3937
878,Ceres Park,56.46607165,10.01015413,12156
879,Right to Dream Park,55.70270425,12.57226378,3520
880,Sydbank Park,55.397745,10.35022493,5642
881,JYSK park,55.7211638,12.3686863,4975
882,Helsingør Stadion,56.1327356,10.196762,1619
883,Aalborg Portland Park,55.81619865,12.35303259,5718
884,MCH Arena,55.2613291,9.4877072,4512
885,Brøndby Stadion,56.184187,9.575152258,12175
886,Right to Dream Park,56.0458809,12.59682592,7142
887,CASA Arena Horsens,57.05203525,9.898599342,2207
888,HDS Arena,56.1169164,8.951716477,2074
889,Ceres Park,55.6503299,12.4170778,10567
890,Lyngby Stadion,55.81619865,12.35303259,3327
891,Telia Parken,55.87177805,9.857520727,19308
892,EWII Park (Odense),55.7211638,12.3686863,10717
893,Aalborg Portland Park,56.1327356,10.196762,4808
894,JYSK park,55.7813228,12.50571451,3442
895,BioNutria Park Randers,55.70270425,12.57226378,3888
896,Sydbank Park,55.397745,10.35022493,5012
897,MCH Arena,57.05203525,9.898599342,6714
898,Helsingør Stadion,56.184187,9.575152258,5308
899,Brøndby Stadion,56.46607165,10.01015413,13138
900,Right to Dream Park,55.2613291,9.4877072,3041
901,Right to Dream Park,56.1169164,8.951716477,2187
902,CASA Arena Horsens,56.0458809,12.59682592,2943
903,Telia Parken,55.6503299,12.4170778,14403
904,Aalborg Portland Park,55.81619865,12.35303259,5280
905,EWII Park (Odense),55.81619865,12.35303259,5032
906,HDS Arena,55.87177805,9.857520727,4546
907,Ceres Park,55.70270425,12.57226378,9083
908,Helsingør Stadion,57.05203525,9.898599342,3281
909,BioNutria Park Randers,55.397745,10.35022493,2878
910,HDS Arena,55.7211638,12.3686863,2090
911,JYSK park,56.1327356,10.196762,3608
912,MCH Arena,56.0458809,12.59682592,7896
913,Brøndby Stadion,56.46607165,10.01015413,13078
914,Lyngby Stadion,55.7211638,12.3686863,4445
915,Sydbank Park,56.184187,9.575152258,5446
916,Right to Dream Park,56.1169164,8.951716477,2643
917,CASA Arena Horsens,55.6503299,12.4170778,2927
918,Aalborg Portland Park,55.7813228,12.50571451,6972
919,Brøndby Stadion,55.2613291,9.4877072,13778
920,EWII Park (Odense),55.81619865,12.35303259,9231
921,Ceres Park,55.87177805,9.857520727,9787
922,MCH Arena,57.05203525,9.898599342,7134
923,JYSK park,55.6503299,12.4170778,3013
924,HDS Arena,55.397745,10.35022493,2261
925,Lyngby Stadion,56.1327356,10.196762,2316
926,Helsingør Stadion,56.1169164,8.951716477,5189
927,Telia Parken,56.184187,9.575152258,17481
928,BioNutria Park Randers,55.7211638,12.3686863,4121
929,Ceres Park,55.7813228,12.50571451,5173
930,Helsingør Stadion,56.0458809,12.59682592,1159
931,Sydbank Park,55.70270425,12.57226378,3848
932,Lyngby Stadion,56.46607165,10.01015413,2311
933,CASA Arena Horsens,56.1327356,10.196762,4751
934,Aalborg Portland Park,56.0458809,12.59682592,5597
935,Brøndby Stadion,55.2613291,9.4877072,10124
936,MCH Arena,55.7813228,12.50571451,5570
937,JYSK park,55.87177805,9.857520727,2787
938,Right to Dream Park,57.05203525,9.898599342,3080
939,Telia Parken,55.6503299,12.4170778,24446
940,EWII Park (Odense),56.1169164,8.951716477,6035
941,BioNutria Park Randers,56.184187,9.575152258,7532
942,HDS Arena,55.81619865,12.35303259,4115
943,Helsingør Stadion,55.70270425,12.57226378,1119
944,Ceres Park,55.397745,10.35022493,6728
945,Lyngby Stadion,56.46607165,10.01015413,1568
946,CASA Arena Horsens,55.7211638,12.3686863,2452
947,Sydbank Park,56.0458809,12.59682592,6337
948,Brøndby Stadion,56.1327356,10.196762,13243
949,Aalborg Portland Park,55.7813228,12.50571451,5876
950,BioNutria Park Randers,55.87177805,9.857520727,2864
951,Helsingør Stadion,55.2613291,9.4877072,1074
952,Right to Dream Park,55.6503299,12.4170778,1808
953,EWII Park (Odense),57.05203525,9.898599342,4068
954,Telia Parken,56.46607165,10.01015413,16678
955,JYSK park,56.0458809,12.59682592,5777
956,MCH Arena,55.81619865,12.35303259,8023
957,Ceres Park,55.397745,10.35022493,4192
958,Lyngby Stadion,55.70270425,12.57226378,1610
959,HDS Arena,56.184187,9.575152258,1802
960,JYSK park,56.1169164,8.951716477,2861
961,Sydbank Park,56.1327356,10.196762,7150
962,Telia Parken,55.7813228,12.50571451,14952
963,MCH Arena,55.7211638,12.3686863,6600
964,CASA Arena Horsens,56.184187,9.575152258,1783
965,Helsingør Stadion,55.2613291,9.4877072,1250
966,EWII Park (Odense),55.70270425,12.57226378,3856
967,Right to Dream Park,56.1169164,8.951716477,2843
968,Aalborg Portland Park,55.87177805,9.857520727,6835
969,Brøndby Stadion,56.0458809,12.59682592,16235
970,BioNutria Park Randers,55.397745,10.35022493,3098
971,CASA Arena Horsens,55.81619865,12.35303259,3487
972,JYSK park,57.05203525,9.898599342,2587
973,Telia Parken,55.6503299,12.4170778,8859
974,EWII Park (Odense),56.46607165,10.01015413,2611
975,Sydbank Park,55.87177805,9.857520727,2835
976,Lyngby Stadion,56.184187,9.575152258,3342
977,HDS Arena,55.70270425,12.57226378,2543
978,Right to Dream Park,55.397745,10.35022493,1930
979,JYSK park,55.2613291,9.4877072,2540
980,Right to Dream Park,55.7813228,12.50571451,568
981,BioNutria Park Randers,55.7211638,12.3686863,3076
982,MCH Arena,55.81619865,12.35303259,10654
983,Aalborg Portland Park,56.184187,9.575152258,6711
984,Ceres Park,55.81619865,12.35303259,4418
985,CASA Arena Horsens,56.46607165,10.01015413,2086
986,Lyngby Stadion,56.1169164,8.951716477,2314
987,HDS Arena,57.05203525,9.898599342,1927
988,Aalborg Portland Park,56.1327356,10.196762,4358
989,Brøndby Stadion,55.87177805,9.857520727,11547
990,Telia Parken,55.7813228,12.50571451,9903
991,Sydbank Park,55.7211638,12.3686863,2803
992,CASA Arena Horsens,57.05203525,9.898599342,1878
993,BioNutria Park Randers,55.6503299,12.4170778,1339
994,EWII Park (Odense),55.70270425,12.57226378,1673
995,HDS Arena,55.2613291,9.4877072,1013
996,Right to Dream Park,55.87177805,9.857520727,1251
997,Sydbank Park,56.46607165,10.01015413,1515
998,MCH Arena,55.397745,10.35022493,10862
999,Lyngby Stadion,55.7211638,12.3686863,1056
1000,Right to Dream Park,55.81619865,12.35303259,779
1001,BioNutria Park Randers,55.2613291,9.4877072,1691
1002,Ceres Park,56.1169164,8.951716477,8787
1003,Brøndby Stadion,55.7813228,12.50571451,10030
1004,Aalborg Portland Park,55.81619865,12.35303259,2116
1005,JYSK park,56.46607165,10.01015413,2917
1006,EWII Park (Odense),56.1327356,10.196762,3682
1007,HDS Arena,55.6503299,12.4170778,1650
1008,Sydbank Park,57.05203525,9.898599342,3555
1009,Aalborg Portland Park,56.184187,9.575152258,4127
1010,Right to Dream Park,55.397745,10.35022493,4002
1011,CASA Arena Horsens,55.7211638,12.3686863,4363
1012,Telia Parken,55.2613291,9.4877072,7164
1013,Brøndby Stadion,57.05203525,9.898599342,13467
1014,Helsingør Stadion,55.81619865,12.35303259,1573
1015,MCH Arena,55.87177805,9.857520727,8378
1016,Ceres Park,55.70270425,12.57226378,8387
1017,Lyngby Stadion,55.6503299,12.4170778,2100
1018,JYSK park,56.0458809,12.59682592,4271
1019,BioNutria Park Randers,56.1169164,8.951716477,2027
1020,JYSK park,56.1327356,10.196762,2208
1021,HDS Arena,55.7813228,12.50571451,3186
1022,BioNutria Park Randers,56.184187,9.575152258,2240
1023,EWII Park (Odense),56.46607165,10.01015413,2933
1024,Telia Parken,56.184187,9.575152258,12542
1025,Aalborg Portland Park,55.7211638,12.3686863,7595
1026,CASA Arena Horsens,56.46607165,10.01015413,3418
1027,Right to Dream Park,55.397745,10.35022493,2426
1028,Lyngby Stadion,55.70270425,12.57226378,1783
1029,Helsingør Stadion,57.05203525,9.898599342,1543
1030,Sydbank Park,55.87177805,9.857520727,3651
1031,Brøndby Stadion,55.81619865,12.35303259,15807
1032,Ceres Park,55.7813228,12.50571451,9110
1033,MCH Arena,56.0458809,12.59682592,9755
1034,Ceres Park,55.2613291,9.4877072,6652
1035,Sydbank Park,55.6503299,12.4170778,3744
1036,EWII Park (Odense),56.1327356,10.196762,2748
1037,Aalborg Portland Park,56.1169164,8.951716477,3175
1038,Brøndby Stadion,56.1327356,10.196762,25335
1039,Right to Dream Park,55.2613291,9.4877072,4421
1040,HDS Arena,55.397745,10.35022493,2013
1041,Helsingør Stadion,57.05203525,9.898599342,1726
1042,BioNutria Park Randers,55.6503299,12.4170778,2257
1043,CASA Arena Horsens,55.81619865,12.35303259,2081
1044,Telia Parken,55.7211638,12.3686863,9789
1045,JYSK park,56.0458809,12.59682592,1762
1046,Lyngby Stadion,56.46607165,10.01015413,1491
1047,MCH Arena,55.87177805,9.857520727,11321
1048,Telia Parken,55.70270425,12.57226378,N/A
1049,Helsingør Stadion,56.184187,9.575152258,1251
1050,EWII Park (Odense),55.7813228,12.50571451,3753
1051,Aalborg Portland Park,56.1169164,8.951716477,4652
1052,BioNutria Park Randers,55.70270425,12.57226378,2254
1053,Right to Dream Park,56.0458809,12.59682592,8893
1054,Ceres Park,55.397745,10.35022493,N/A
1055,CASA Arena Horsens,57.05203525,9.898599342,3433
1056,Sydbank Park,56.46607165,10.01015413,N/A
1057,Lyngby Stadion,55.81619865,12.35303259,1589
1058,MCH Arena,56.1327356,10.196762,7695
1059,Brøndby Stadion,55.87177805,9.857520727,19527
1060,HDS Arena,55.2613291,9.4877072,1740
1061,JYSK park,55.7813228,12.50571451,3420
1062,CASA Arena Horsens,56.1169164,8.951716477,2420
1063,Ceres Park,55.6503299,12.4170778,9770
1064,Telia Parken,55.7211638,12.3686863,28410
1065,Sydbank Park,56.184187,9.575152258,5011
