index,season,date,matchday,referee,stadium_name,attendance,h_team,a_team,h_result,a_result,h_points,a_points,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,a_possession,h_possession,h_fouls,a_fouls,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners,h_odds,draw_odds,a_odds,h_pre_xg,a_pre_xg,h_xg,a_xg,h_shots_on,a_shots_on,h_shots_off,a_shots_off
1894,21-22,Apr 03 2022,1,Mads-Kristoffer Kristoffersen,Ceres Park & Arena (Århus),4545,OB,Nordsjælland,Won,Lost,3,0,2,1,1,0,9,11,0.61,0.39,14,12,0,0,2,2,1,3,2.1,3.5,3.4,1.69,1.51,1.22,1.68,5,7,4,4
1895,21-22,Apr 03 2022,1,Aydin Uslu,Parken (København),N/A,Brøndby,Randers,Lost,Won,0,3,0,1,0,1,22,14,0.45,0.55,12,12,0,0,1,2,11,3,2.1,3.4,3.5,1.72,1.75,2.56,1.88,10,10,12,4
1896,21-22,Apr 03 2022,1,Michael Tykgaard,Aalborg Portland Park (Aalborg),N/A,AaB,København,Lost,Won,0,3,0,1,0,0,8,18,0.46,0.54,18,10,0,0,4,3,9,6,3.3,3.45,2.16,1.46,1.59,1.16,1.75,2,6,6,12
1897,21-22,Apr 04 2022,1,Jonas Hansen,Vejle Stadion (Vejle),N/A,Midtjylland,Silkeborg,Won,Lost,3,0,3,2,0,1,15,14,0.48,0.52,7,3,0,0,2,0,4,6,1.74,3.45,4.3,1.93,1.92,1.9,1.46,8,6,7,8
1898,21-22,Apr 08 2022,2,Jakob Kehlet,Sydbank Park (Haderslev),N/A,AaB,Randers,Won,Lost,3,0,3,0,2,0,12,15,0.51,0.49,9,4,0,0,1,1,6,5,2.14,3.4,3.45,1.44,1.76,1.46,1.56,6,3,6,12
1899,21-22,Apr 10 2022,2,Peter Kjærsgaard-Andersen,JYSK park (Silkeborg),N/A,Sønderjyske,OB,Draw,Draw,1,1,2,2,1,1,11,14,0.57,0.43,14,13,0,0,2,2,3,5,2.7,3.4,2.55,1.5,1.46,1.45,1.48,5,4,6,10
1900,21-22,Apr 10 2022,2,Sandi Putros,Energi Viborg Arena (Viborg),N/A,Nordsjælland,AGF,Draw,Draw,1,1,2,2,0,1,16,6,0.43,0.57,12,10,0,0,2,1,5,3,2.2,3.5,3.13,1.56,1.41,2.06,0.86,7,4,9,2
1901,21-22,Apr 10 2022,2,Jørgen Daugbjerg Burchardt,Ceres Park & Arena (Århus),N/A,Silkeborg,Brøndby,Won,Lost,3,0,3,0,1,0,20,7,0.27,0.73,11,5,0,1,1,0,3,3,2.1,3.4,3.5,1.72,1.51,2.25,0.63,7,0,13,7
1902,21-22,Apr 10 2022,2,Jakob A. Sundberg,Nature Energy Park (Odense),N/A,København,Midtjylland,Won,Lost,3,0,1,0,0,0,14,12,0.43,0.57,9,10,0,0,2,3,4,4,2.15,3.4,3.3,1.87,1.72,1.55,1.35,4,4,10,8
1903,21-22,Apr 11 2022,2,Mads-Kristoffer Kristoffersen,Brøndby Stadion (Brøndby),4188,Vejle,Viborg,Draw,Draw,1,1,2,2,1,1,7,13,0.54,0.46,17,10,1,0,4,0,0,5,3.13,3.42,2.24,1.44,1.7,1.08,1.63,5,6,2,7
1904,21-22,Apr 13 2022,3,Morten Krogh,Aalborg Portland Park (Aalborg),N/A,Randers,Midtjylland,Lost,Won,0,3,1,3,0,2,17,15,0.51,0.49,7,7,0,0,1,0,5,5,3,3.5,2.2,1.74,1.69,2.01,1.89,7,10,10,5
1905,21-22,Apr 14 2022,3,Jakob A. Sundberg,MCH Arena (Herning),N/A,OB,Vejle,Won,Lost,3,0,2,1,0,0,9,13,0.45,0.55,19,9,0,0,2,1,6,3,1.67,3.6,4.5,1.65,1.27,1.28,1.4,7,3,2,10
1906,21-22,Apr 14 2022,3,Peter Kjærsgaard-Andersen,Aalborg Portland Park (Aalborg),N/A,AGF,Viborg,Lost,Won,0,3,0,2,0,0,7,23,0.5,0.5,9,13,0,0,2,2,5,9,2.6,3,2.6,1.47,1.69,0.86,2.21,2,6,5,17
1907,21-22,Apr 14 2022,3,Anders Poulsen,Sydbank Park (Haderslev),N/A,Silkeborg,København,Won,Lost,3,0,3,1,0,0,15,16,0.55,0.45,6,6,0,0,0,1,4,2,2.9,3.25,2.2,1.76,1.6,1.68,1.99,5,7,10,9
1908,21-22,Apr 14 2022,3,Mikkel Redder,Right to Dream Park (Farum),N/A,Brøndby,AaB,Lost,Won,0,3,0,1,0,1,25,7,0.35,0.65,8,11,0,0,1,2,13,0,2.4,3.25,2.75,1.79,1.46,2.45,0.72,4,2,21,5
1909,21-22,Apr 15 2022,3,Jens Maae,JYSK park (Silkeborg),1702,Nordsjælland,Sønderjyske,Won,Lost,3,0,2,0,1,0,16,16,0.51,0.49,12,8,0,0,1,1,6,4,1.87,3.65,3.85,1.6,1.49,1.9,1.32,5,0,11,16
1910,21-22,Apr 17 2022,4,Aydin Uslu,Parken (København),N/A,Viborg,OB,Draw,Draw,1,1,1,1,1,0,15,16,0.58,0.42,14,5,0,0,2,1,3,5,2.1,3.5,3.25,1.74,1.46,1.64,1.7,6,5,9,11
1911,21-22,Apr 18 2022,4,Jonas Hansen,Vejle Stadion (Vejle),N/A,Sønderjyske,AGF,Won,Lost,3,0,2,1,1,1,14,16,0.51,0.49,17,13,1,0,4,4,7,9,2.91,3.47,2.39,1.5,1.37,1.91,1.95,9,9,5,7
1912,21-22,Apr 18 2022,4,Jakob Kehlet,Cepheus Park Randers (Randers),N/A,Vejle,Nordsjælland,Draw,Draw,1,1,0,0,0,0,23,5,0.25,0.75,7,7,0,1,2,1,5,3,2.79,3.48,2.48,1.41,1.52,2.66,0.7,8,3,15,2
1913,21-22,Apr 18 2022,4,Sandi Putros,Nature Energy Park (Odense),33758,København,Brøndby,Won,Lost,3,0,2,0,0,0,22,10,0.46,0.54,10,9,0,0,2,3,8,8,1.68,4.05,6.25,1.84,1.44,2.02,1.27,3,4,19,6
1914,21-22,Apr 18 2022,4,Jørgen Daugbjerg Burchardt,Ceres Park & Arena (Århus),N/A,Midtjylland,AaB,Won,Lost,3,0,2,0,2,0,19,9,0.47,0.53,14,13,0,1,2,1,5,4,1.91,3.55,4.1,1.93,1.39,2.32,1.08,10,3,9,6
1915,21-22,Apr 19 2022,4,Michael Tykgaard,JYSK park (Silkeborg),N/A,Randers,Silkeborg,Lost,Won,0,3,1,2,1,2,14,14,0.55,0.45,7,3,0,0,2,0,4,6,2.85,3.55,2.4,1.76,1.88,1.69,1.86,5,8,9,6
1916,21-22,Apr 22 2022,5,Mikkel Redder,Brøndby Stadion (Brøndby),N/A,Sønderjyske,Vejle,Lost,Won,0,3,0,1,0,0,13,17,0.53,0.47,14,11,0,0,1,3,7,11,2.05,3,3.6,1.53,1.28,1.21,2.02,2,8,11,9
1917,21-22,Apr 24 2022,5,Jakob A. Sundberg,Right to Dream Park (Farum),N/A,Nordsjælland,Viborg,Won,Lost,3,0,2,0,1,0,16,16,0.55,0.45,9,5,0,0,2,2,9,5,2.7,3.3,2.5,1.62,1.73,1.6,1.78,5,5,11,11
1918,21-22,Apr 24 2022,5,Sandi Putros,Energi Viborg Arena (Viborg),N/A,AaB,Silkeborg,Lost,Won,0,3,1,2,1,1,18,9,0.47,0.53,13,5,0,0,2,0,14,3,2.3,3.5,2.9,1.44,1.88,1.87,1.05,4,4,14,5
1919,21-22,Apr 24 2022,5,Peter Kjærsgaard-Andersen,Sydbank Park (Haderslev),N/A,København,Randers,Lost,Won,0,3,0,1,0,0,12,12,0.46,0.54,5,15,0,0,0,3,1,3,1.56,4,5.6,1.86,1.75,1.49,1.53,5,5,7,7
1920,21-22,Apr 24 2022,5,Morten Krogh,Vejle Stadion (Vejle),N/A,AGF,OB,Lost,Won,0,3,1,2,1,0,13,19,0.58,0.42,14,13,0,0,3,1,2,8,1.73,3.4,4.4,1.42,1.48,1.51,1.98,5,6,8,13
1921,21-22,Apr 25 2022,5,Jakob Kehlet,Parken (København),N/A,Brøndby,Midtjylland,Lost,Won,0,3,1,3,1,2,6,20,0.57,0.43,8,11,1,0,2,2,0,5,2.65,3.16,2.29,1.84,1.71,0.79,2.2,2,7,4,13
1922,21-22,Apr 29 2022,6,Anders Poulsen,MCH Arena (Herning),N/A,Viborg,Nordsjælland,Draw,Draw,1,1,1,1,0,0,9,12,0.61,0.39,11,3,0,0,2,0,1,4,1.8,3.8,4,1.73,1.46,1.08,1.79,3,7,6,5
1923,21-22,May 01 2022,6,Jens Maae,Cepheus Park Randers (Randers),N/A,OB,AGF,Won,Lost,3,0,1,0,1,0,17,17,0.44,0.56,8,11,0,0,0,0,6,5,1.99,3.5,3.55,1.62,1.41,1.75,1.94,4,6,13,11
1924,21-22,May 01 2022,6,Aydin Uslu,Sydbank Park (Haderslev),N/A,Vejle,Sønderjyske,Lost,Won,0,3,0,3,0,2,25,12,0.41,0.59,6,16,0,0,2,3,10,1,1.82,3.7,3.9,1.51,1.48,2.29,1.55,4,8,21,4
1925,21-22,May 01 2022,6,Jonas Hansen,Right to Dream Park (Farum),N/A,Randers,Brøndby,Won,Lost,3,0,2,1,1,1,7,18,0.7,0.3,8,7,1,0,1,2,4,5,2.26,3.5,3.1,1.76,1.43,0.98,2.39,4,5,3,13
1926,21-22,May 01 2022,6,Morten Krogh,Aalborg Portland Park (Aalborg),N/A,Midtjylland,København,Draw,Draw,1,1,0,0,0,0,13,11,0.46,0.54,12,10,0,0,3,2,6,3,2.66,3.45,2.6,1.96,1.63,1.65,1.21,4,4,9,7
1927,21-22,May 02 2022,6,Mads-Kristoffer Kristoffersen,Parken (København),N/A,Silkeborg,AaB,Won,Lost,3,0,4,2,2,2,16,12,0.51,0.49,11,5,0,0,1,1,4,2,2,3.5,3.4,1.76,1.37,1.96,1.39,9,5,7,7
1928,21-22,May 06 2022,7,Mikkel Redder,Ceres Park & Arena (Århus),7739,Silkeborg,Randers,Won,Lost,3,0,1,0,0,0,12,5,0.37,0.63,4,7,0,0,1,0,6,3,1.9,3.4,3.26,1.77,1.73,1.45,0.75,5,2,7,3
1929,21-22,May 08 2022,7,Jørgen Daugbjerg Burchardt,Brøndby Stadion (Brøndby),N/A,Nordsjælland,OB,Draw,Draw,1,1,1,1,0,0,13,9,0.51,0.49,14,7,0,0,3,1,4,1,2.17,3.74,3.13,1.62,1.51,1.7,1.16,6,6,7,3
1930,21-22,May 08 2022,7,Michael Tykgaard,Energi Viborg Arena (Viborg),N/A,Brøndby,København,Draw,Draw,1,1,1,1,0,1,16,13,0.43,0.57,11,10,0,1,4,2,6,3,3.68,3.64,2.12,1.76,1.6,1.81,1.43,6,4,10,9
1931,21-22,May 08 2022,7,Peter Kjærsgaard-Andersen,Nature Energy Park (Odense),N/A,AaB,Midtjylland,Lost,Won,0,3,1,2,0,2,14,18,0.34,0.66,12,9,0,0,5,3,5,2,2.8,3.4,2.25,1.47,1.74,1.84,1.98,8,8,6,10
1932,21-22,May 08 2022,7,Sandi Putros,Vejle Stadion (Vejle),N/A,AGF,Sønderjyske,Draw,Draw,1,1,1,1,0,1,15,13,0.46,0.54,11,12,0,0,3,3,8,3,1.98,3.55,3.7,1.43,1.48,1.8,1.45,4,4,11,9
1933,21-22,May 09 2022,7,Jakob Kehlet,Cepheus Park Randers (Randers),N/A,Viborg,Vejle,Draw,Draw,1,1,2,2,0,1,19,6,0.39,0.61,9,8,0,1,2,3,6,3,1.6,3.69,4.26,1.68,1.34,2.08,0.83,5,3,14,3
1934,21-22,May 11 2022,8,Mads-Kristoffer Kristoffersen,MCH Arena (Herning),N/A,Sønderjyske,Nordsjælland,Draw,Draw,1,1,1,1,0,0,19,12,0.49,0.51,5,8,0,1,1,1,4,3,3.1,3.4,2.2,1.51,1.48,1.8,1.39,4,4,15,8
1935,21-22,May 11 2022,8,Aydin Uslu,JYSK park (Silkeborg),N/A,Randers,AaB,Draw,Draw,1,1,2,2,0,1,21,15,0.6,0.4,7,8,1,0,1,2,7,3,2.38,3.3,2.8,1.7,1.37,2.11,2.06,7,10,14,5
1936,21-22,May 11 2022,8,Jens Maae,JYSK park (Silkeborg),N/A,København,Silkeborg,Won,Lost,3,0,2,1,1,0,12,9,0.55,0.45,3,13,0,0,1,0,4,3,1.57,4.1,5,1.83,1.82,1.41,1.1,5,2,7,7
1937,21-22,May 12 2022,8,Jørgen Daugbjerg Burchardt,Right to Dream Park (Farum),4992,Vejle,AGF,Won,Lost,3,0,1,0,1,0,9,9,0.61,0.39,17,14,0,0,3,3,3,10,2.66,3.13,2.3,1.56,1.45,1.24,1.29,5,3,4,6
1938,21-22,May 12 2022,8,Mikkel Redder,Brøndby Stadion (Brøndby),N/A,OB,Viborg,Draw,Draw,1,1,1,1,1,1,15,15,0.49,0.51,14,9,0,0,1,0,8,2,2.04,3.29,2.97,1.63,1.73,1.87,1.69,8,5,7,10
1939,21-22,May 12 2022,8,Jakob A. Sundberg,Aalborg Portland Park (Aalborg),N/A,Midtjylland,Brøndby,Draw,Draw,1,1,2,2,0,1,19,10,0.42,0.58,9,9,0,0,0,2,3,5,1.58,3.62,4.49,1.94,1.49,2.26,1.34,9,6,10,4
1940,21-22,May 15 2022,9,Jonas Hansen,Ceres Park & Arena (Århus),N/A,Nordsjælland,Vejle,Won,Lost,3,0,2,1,2,1,16,14,0.36,0.64,7,12,0,0,1,3,6,3,1.68,4,4.8,1.63,1.3,1.96,1.25,8,2,8,12
1941,21-22,May 15 2022,9,Anders Poulsen,Energi Viborg Arena (Viborg),N/A,OB,Sønderjyske,Draw,Draw,1,1,1,1,0,1,20,9,0.37,0.63,7,9,0,0,1,1,9,6,1.61,3.9,5.2,1.65,1.48,2.32,1.03,9,4,11,5
1942,21-22,May 15 2022,9,Sandi Putros,Sydbank Park (Haderslev),N/A,Randers,København,Lost,Won,0,3,0,2,0,0,7,20,0.54,0.46,12,5,0,0,2,3,2,5,3.67,3.6,2,1.73,1.59,0.85,2.19,2,8,5,12
1943,21-22,May 15 2022,9,Morten Krogh,Cepheus Park Randers (Randers),N/A,AaB,Brøndby,Lost,Won,0,3,1,3,0,1,11,16,0.54,0.46,12,12,2,0,3,0,3,2,2.1,3.6,3.38,1.49,1.48,1.26,1.84,4,8,7,8
1944,21-22,May 15 2022,9,Peter Kjærsgaard-Andersen,Parken (København),N/A,Viborg,AGF,Won,Lost,3,0,1,0,1,0,15,9,0.47,0.53,14,5,0,0,3,1,6,1,1.8,3.6,4,1.71,1.44,1.68,0.99,6,2,9,7
1945,21-22,May 16 2022,9,Michael Tykgaard,Vejle Stadion (Vejle),N/A,Silkeborg,Midtjylland,Lost,Won,0,3,1,4,0,1,14,13,0.37,0.63,3,4,0,0,0,0,8,3,2.6,3.55,2.68,1.75,1.76,1.53,1.49,4,6,10,7
1946,21-22,May 21 2022,10,Jakob A. Sundberg,Nature Energy Park (Odense),N/A,AGF,Nordsjælland,Draw,Draw,1,1,2,2,1,1,17,22,0.65,0.35,13,8,0,0,0,3,4,8,2.5,3.65,2.5,1.45,1.48,1.98,2.49,8,9,9,13
1947,21-22,May 21 2022,10,Mads-Kristoffer Kristoffersen,MCH Arena (Herning),N/A,Vejle,OB,Won,Lost,3,0,2,1,0,1,17,14,0.59,0.41,12,4,0,0,0,1,5,6,2.7,3.7,2.34,1.54,1.49,1.84,1.6,7,6,10,8
1948,21-22,May 21 2022,10,Jens Maae,Right to Dream Park (Farum),N/A,Sønderjyske,Viborg,Lost,Won,0,3,0,2,0,1,13,18,0.57,0.43,5,7,0,0,2,2,4,6,3.15,3.5,2.15,1.53,1.73,1.35,2.05,4,7,9,11
1949,21-22,May 22 2022,10,Mikkel Redder,Nature Energy Park (Odense),N/A,København,AaB,Won,Lost,3,0,3,0,2,0,16,9,0.38,0.62,5,8,0,0,0,2,7,3,1.5,4,5.75,1.8,1.42,2.04,1.13,10,5,6,4
1950,21-22,May 22 2022,10,Jakob Kehlet,Cepheus Park Randers (Randers),N/A,Midtjylland,Randers,Won,Lost,3,0,3,2,2,1,20,12,0.46,0.54,5,13,0,0,0,2,6,5,1.67,3.7,4.33,1.96,1.67,2.44,1.59,10,7,10,5
1951,21-22,May 22 2022,10,Anders Poulsen,Aalborg Portland Park (Aalborg),N/A,Brøndby,Silkeborg,Won,Lost,3,0,2,1,1,0,11,19,0.61,0.39,2,3,0,0,0,1,2,9,2.45,3.3,2.5,1.77,1.78,1.13,2.06,3,5,8,14
1952,21-22,May 29 2022,10,Jakob Kehlet,Energi Viborg Arena (Viborg),N/A,AaB,Viborg,Draw,Draw,1,1,1,1,1,1,23,17,0.48,0.52,13,7,0,0,3,2,17,5,2.1,3.6,3.38,1.48,1.75,2.35,1.85,6,7,17,10
1953,22-23,Jul 15 2022,1,Jonas Hansen,JYSK park (Silkeborg),N/A,Midtjylland,Randers,Draw,Draw,1,1,1,1,0,0,21,11,0.42,0.58,7,12,0,0,4,2,8,2,1.61,3.7,4.8,0,0,2.54,1.16,10,3,11,8
1954,22-23,Jul 17 2022,1,Mads-Kristoffer Kristoffersen,Ceres Park & Arena (Århus),N/A,Viborg,AaB,Won,Lost,3,0,2,1,1,0,19,14,0.45,0.55,11,7,1,0,4,2,8,3,2.35,3.4,2.95,0,0,2.27,1.68,8,8,11,6
1955,22-23,Jul 17 2022,1,Mikkel Redder,Vejle Stadion (Vejle),N/A,Lyngby,Silkeborg,Draw,Draw,1,1,2,2,1,0,12,11,0.62,0.38,11,9,0,0,1,2,7,4,3.8,3.55,1.95,0,0,1.24,1.15,4,3,8,8
1956,22-23,Jul 17 2022,1,Jakob Kehlet,Sydbank Park (Haderslev),N/A,København,Horsens,Lost,Won,0,3,0,1,0,0,23,9,0.24,0.76,4,15,0,0,1,3,11,1,1.28,4.8,11,0,0,2.6,1.07,8,4,15,5
1957,22-23,Jul 17 2022,1,Sandi Putros,Parken (København),N/A,Brøndby,AGF,Won,Lost,3,0,1,0,0,0,18,13,0.46,0.54,7,10,0,0,0,2,15,5,2,3.5,3.8,0,0,2.05,1.66,8,6,10,7
1958,22-23,Jul 18 2022,1,Jens Maae,MCH Arena (Herning),N/A,OB,Nordsjælland,Lost,Won,0,3,0,2,0,1,12,22,0.45,0.55,14,10,0,0,2,3,2,5,2,3.2,3.15,0,0,1.59,2.14,5,7,7,15
1959,22-23,Jul 22 2022,2,Jakob A. Sundberg,Brøndby Stadion (Brøndby),N/A,Midtjylland,Silkeborg,Lost,Won,0,3,1,3,0,1,11,5,0.54,0.46,8,5,0,0,1,2,12,2,1.82,3.6,3.95,2.54,1.15,1.73,0.93,7,5,4,0
1960,22-23,Jul 24 2022,2,Aydin Uslu,Aalborg Portland Park (Aalborg),N/A,AGF,Viborg,Won,Lost,3,0,3,1,1,0,11,8,0.5,0.5,17,8,0,0,1,0,6,1,2.6,3.4,2.7,0,0,1.41,1.06,5,3,6,5
1961,22-23,Jul 24 2022,2,Peter Kjærsgaard-Andersen,No value,N/A,Randers,OB,Draw,Draw,1,1,2,2,0,2,25,10,0.43,0.57,10,7,0,0,1,0,11,2,2.11,3.7,3.2,0,0,2.93,1.2,12,5,13,5
1962,22-23,Jul 24 2022,2,Jørgen Daugbjerg Burchardt,MCH Arena (Herning),N/A,Brøndby,Nordsjælland,Lost,Won,0,3,1,3,0,1,12,12,0.48,0.52,17,14,0,0,3,2,6,6,2.2,3.55,3.15,2.05,2.14,1.76,1.64,6,9,6,3
1963,22-23,Jul 24 2022,2,Morten Krogh,Energi Viborg Arena (Viborg),N/A,AaB,København,Lost,Won,0,3,1,3,0,1,12,14,0.56,0.44,12,10,0,0,2,4,10,6,3.4,3.3,2,0,0,1.33,1.6,2,6,10,8
1964,22-23,Jul 25 2022,2,Michael Tykgaard,Lyngby Stadion (Lyngby),N/A,Horsens,Lyngby,Won,Lost,3,0,1,0,1,0,12,16,0.61,0.39,11,11,0,0,4,3,2,8,2.15,3.2,3.1,0,0,1.23,1.64,3,2,9,14
1965,22-23,Jul 29 2022,3,Jørgen Daugbjerg Burchardt,Parken (København),N/A,OB,Midtjylland,Lost,Won,0,3,1,5,1,1,8,14,0.43,0.57,9,10,0,0,1,2,0,2,3.5,3.5,2,1.59,0,1.04,1.66,4,8,4,6
1966,22-23,Jul 31 2022,3,Peter Kjærsgaard-Andersen,Brøndby Stadion (Brøndby),13862,AGF,Randers,Draw,Draw,1,1,0,0,0,0,15,11,0.44,0.56,8,10,0,0,2,2,7,5,2.5,3.3,2.88,1.41,1.16,1.88,1.34,7,3,8,8
1967,22-23,Jul 31 2022,3,Sandi Putros,Nature Energy Park (Odense),N/A,AaB,Horsens,Draw,Draw,1,1,0,0,0,0,24,12,0.38,0.62,11,15,0,0,3,2,10,1,1.61,4.1,5.3,1.33,1.07,2.4,1.26,7,4,17,8
1968,22-23,Jul 31 2022,3,Jonas Hansen,MCH Arena (Herning),N/A,Viborg,København,Won,Lost,3,0,4,2,2,1,14,23,0.61,0.39,14,9,0,0,2,2,5,9,3.9,3.65,1.91,2.27,1.6,1.71,2.63,9,10,5,13
1969,22-23,Jul 31 2022,3,Mads-Kristoffer Kristoffersen,Ceres Park & Arena (Århus),N/A,Silkeborg,Brøndby,Won,Lost,3,0,2,0,1,0,15,18,0.48,0.52,5,4,0,0,1,3,5,5,2.15,3.2,2.84,0,0,1.74,1.65,7,0,8,18
1970,22-23,Aug 01 2022,3,N/A,Cepheus Park Randers (Randers),5044,Nordsjælland,Lyngby,Won,Lost,3,0,2,1,1,0,10,12,0.46,0.54,10,14,0,0,2,3,4,3,1.71,3.5,3.9,0,1.64,1.23,1.53,5,6,5,6
1971,22-23,Aug 05 2022,4,Jens Maae,Brøndby Stadion (Brøndby),N/A,Randers,Horsens,Won,Lost,3,0,1,0,1,0,13,11,0.46,0.54,5,7,0,0,0,0,2,6,1.67,3.4,4.75,2.93,1.16,1.45,1.39,4,3,9,8
1972,22-23,Aug 05 2022,4,Aydin Uslu,Aalborg Portland Park (Aalborg),5147,Lyngby,Midtjylland,Draw,Draw,1,1,3,3,1,3,8,14,0.46,0.54,11,7,0,0,2,1,5,3,4.5,3.4,1.7,1.24,1.66,1.18,1.42,4,4,4,10
1973,22-23,Aug 06 2022,4,Mikkel Redder,CASA Arena Horsens (Horsens),N/A,Nordsjælland,Viborg,Won,Lost,3,0,1,0,1,0,9,18,0.47,0.53,8,6,1,0,3,0,3,3,2.6,3.52,2.63,1.23,1.06,1.15,1.86,4,4,5,14
1974,22-23,Aug 07 2022,4,Jakob A. Sundberg,Nature Energy Park (Odense),N/A,København,Brøndby,Won,Lost,3,0,4,1,3,1,18,10,0.51,0.49,7,9,0,0,2,3,11,2,1.57,4,5,2.6,1.65,2.28,1.28,10,5,8,5
1975,22-23,Aug 07 2022,4,Morten Krogh,Ceres Park & Arena (Århus),N/A,OB,AGF,Lost,Won,0,3,1,2,1,1,14,12,0.56,0.44,9,18,0,0,2,2,3,6,2.6,3.4,2.63,1.32,1.66,1.64,1.81,5,6,9,6
1976,22-23,Aug 08 2022,4,Jakob Kehlet,Aalborg Portland Park (Aalborg),N/A,Silkeborg,AaB,Won,Lost,3,0,3,1,1,0,20,8,0.33,0.67,4,5,0,0,0,1,9,5,1.85,3.5,4.3,1.74,1.68,2.43,1.16,9,6,11,2
1977,22-23,Aug 12 2022,5,Jakob Kehlet,Energi Viborg Arena (Viborg),4300,Horsens,Midtjylland,Draw,Draw,1,1,3,3,0,3,25,10,0.4,0.6,8,11,0,2,0,1,7,5,4.5,3.6,1.81,1.23,1.54,2.93,1.27,12,7,13,3
1978,22-23,Aug 12 2022,5,Sandi Putros,JYSK park (Silkeborg),N/A,København,Randers,Lost,Won,0,3,1,3,0,0,17,10,0.34,0.66,4,11,0,0,2,4,7,4,1.48,4.6,6.25,2.44,1.25,2.09,1.2,9,5,8,5
1979,22-23,Aug 14 2022,5,Michael Tykgaard,Right to Dream Park (Farum),N/A,Viborg,Silkeborg,Won,Lost,3,0,2,0,2,0,10,11,0.62,0.38,7,6,0,0,0,1,5,7,2.85,3.55,2.23,1.99,1.04,1.15,1.65,4,5,6,6
1980,22-23,Aug 14 2022,5,Mads-Kristoffer Kristoffersen,Cepheus Park Randers (Randers),N/A,AaB,Nordsjælland,Draw,Draw,1,1,0,0,0,0,7,13,0.67,0.33,15,12,0,0,2,3,4,8,2.4,3.65,2.57,1.87,1.89,1,1.46,4,3,3,10
1981,22-23,Aug 14 2022,5,Jonas Hansen,Lyngby Stadion (Lyngby),N/A,Brøndby,OB,Won,Lost,3,0,2,0,2,0,13,12,0.34,0.66,11,16,0,0,2,4,5,4,1.77,3.82,4.34,1.9,1.2,1.49,1.1,4,2,9,10
1982,22-23,Aug 15 2022,5,Jørgen Daugbjerg Burchardt,Right to Dream Park (Farum),N/A,AGF,Lyngby,Won,Lost,3,0,1,0,1,0,12,14,0.58,0.42,9,12,0,0,1,2,3,3,1.57,3.6,4.8,1.65,1.59,1.27,1.63,3,5,9,9
1983,22-23,Aug 19 2022,6,Morten Krogh,Parken (København),N/A,Lyngby,København,Lost,Won,0,3,0,3,0,1,10,11,0.63,0.37,8,6,0,0,3,2,4,2,4.7,3.85,1.59,1.21,2.12,1.31,1.55,6,7,4,4
1984,22-23,Aug 20 2022,6,Jens Maae,Nature Energy Park (Odense),N/A,Midtjylland,AGF,Lost,Won,0,3,0,2,0,0,22,7,0.43,0.57,17,15,0,0,1,1,13,2,1.65,4.1,4.9,2.14,1.74,2.24,0.98,6,4,16,3
1985,22-23,Aug 21 2022,6,Aydin Uslu,JYSK park (Silkeborg),N/A,Nordsjælland,Silkeborg,Lost,Won,0,3,0,2,0,2,9,9,0.46,0.54,6,6,0,0,0,1,6,0,2.3,3.5,2.7,1.19,1.24,1.5,1.03,5,6,4,3
1986,22-23,Aug 21 2022,6,Jakob A. Sundberg,CASA Arena Horsens (Horsens),N/A,Randers,Viborg,Won,Lost,3,0,1,0,0,0,10,17,0.58,0.42,14,8,0,0,2,6,2,6,2.2,3.4,3,2.19,1.46,1.28,2.19,6,9,4,8
1987,22-23,Aug 21 2022,6,Peter Kjærsgaard-Andersen,Parken (København),N/A,AaB,Brøndby,Won,Lost,3,0,2,1,1,0,14,13,0.58,0.42,1,0,0,0,4,0,5,5,2.38,3.3,2.8,1.58,1.47,1.57,1.49,5,3,9,10
1988,22-23,Aug 22 2022,6,Jørgen Daugbjerg Burchardt,Energi Viborg Arena (Viborg),N/A,OB,Horsens,Won,Lost,3,0,1,0,0,0,14,21,0.47,0.53,8,14,1,0,2,3,10,5,2.24,3.52,3.13,1.42,1.24,1.53,2.3,4,7,10,14
1989,22-23,Aug 26 2022,7,Sandi Putros,Aalborg Portland Park (Aalborg),N/A,Horsens,AGF,Won,Lost,3,0,2,1,0,1,9,14,0.59,0.41,10,11,0,0,0,2,2,5,2.83,2.95,2.37,2.08,1.48,1.27,1.84,5,6,4,8
1990,22-23,Aug 28 2022,7,N/A,Brøndby Stadion (Brøndby),5876,Randers,AaB,Won,Lost,3,0,1,0,1,0,13,20,0.6,0.4,11,10,0,0,2,2,5,6,2.15,3.5,3.05,1.89,1.42,1.53,2.18,6,7,7,13
1991,22-23,Aug 28 2022,7,Jakob Kehlet,Ceres Park & Arena (Århus),3491,Viborg,Lyngby,Won,Lost,3,0,2,1,0,0,16,12,0.48,0.52,8,2,0,0,1,1,7,7,1.9,3.5,3.7,1.71,1.6,1.82,1.31,7,4,9,8
1992,22-23,Aug 28 2022,7,Jørgen Daugbjerg Burchardt,Lyngby Stadion (Lyngby),N/A,Nordsjælland,København,Won,Lost,3,0,3,1,2,0,14,13,0.56,0.44,11,11,0,0,3,3,5,6,3.5,3.5,1.97,1.29,1.93,1.74,1.6,8,5,6,8
