index,season,date,matchday,referee,stadium_name,attendance,h_team,a_team,h_result,a_result,h_points,a_points,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,a_possession,h_possession,h_fouls,a_fouls,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners,h_odds,draw_odds,a_odds,h_pre_xg,a_pre_xg,h_xg,a_xg,h_shots_on,a_shots_on,h_shots_off,a_shots_off,gps
1826,21-22,Oct 15 2021,12,Peter Kjærsgaard-Andersen,Vejle Stadion (Vejle),,Viborg,Silkeborg,Draw,Draw,1,1,1,1,0,0,10,22,"4,444,444",0.36,9,8,0,0,0,0,3,9,2.24,"18,402,778",2.09,2.19,"9,097,222",1.11,2.37,3,8,7,14,"[55.71372409999999, 9.556157838024756]"
1827,21-22,Oct 17 2021,12,Jens Maae,Ceres Park & Arena (Århus),,Nordsjælland,Midtjylland,Draw,Draw,1,1,2,2,2,0,12,10,"4,236,111",0.39,10,9,0,0,1,2,3,6,5.17,4.01,"8,541,667","9,305,556","8,611,111",1.25,1.04,5,6,7,4,"[56.1316074, 10.19619137741853]"
1828,21-22,Oct 17 2021,12,Aydin Uslu,Nature Energy Park (Odense),,OB,Randers,Lost,Won,0,3,1,2,1,0,18,23,0.46,0.54,4,13,0,0,1,0,5,15,2.05,3.51,"13,472,222","9,930,556","9,375","10,277,778","12,777,778",6,11,12,12,"[55.397745, 10.35022492586062]"
1829,21-22,Oct 17 2021,12,Mads-Kristoffer Kristoffersen,Aalborg Portland Park (Aalborg),,Brøndby,Vejle,Won,Lost,3,0,3,2,1,1,19,16,0.39,"4,236,111",6,10,0,1,2,3,5,8,1.05,4.38,6.15,"8,680,556",1.38,2.03,"9,236,111",6,6,13,10,"[57.05203525, 9.898599342025985]"
1830,21-22,Oct 17 2021,12,Jørgen Daugbjerg Burchardt,JYSK park (Silkeborg),,Sønderjyske,København,Draw,Draw,1,1,1,1,1,0,9,10,0.06,0.04,8,15,0,0,2,2,2,13,225,4.03,1.48,"8,958,333",1.08,1.01,1.41,3,3,6,7,"[56.184187, 9.5751522579733]"
1831,21-22,Oct 18 2021,12,Jakob A. Sundberg,MCH Arena (Herning),,AGF,AaB,Won,Lost,3,0,1,0,1,0,7,7,0.06,0.04,13,16,0,0,3,3,7,2,"12,708,333",3.04,"12,708,333","9,097,222","8,402,778",1.17,"6,180,556",5,2,2,5,"[56.1169164, 8.951716477487706]"
1832,21-22,Oct 22 2021,13,Jonas Hansen,Cepheus Park Randers (Randers),,Vejle,Nordsjælland,Won,Lost,3,0,2,0,2,0,14,11,"4,305,556",0.38,11,12,0,0,3,1,4,7,3.15,"17,708,333",2.14,1.32,1.58,"9,583,333",1.31,10,3,4,8,"[56.46607165, 10.010154126188361]"
1833,21-22,Oct 24 2021,13,Peter Kjærsgaard-Andersen,Parken (København),,Brøndby,København,Won,Lost,3,0,2,1,1,0,10,12,0.52,0.48,9,9,0,0,3,3,6,1,3.19,3.56,2.12,"9,097,222","9,305,556",1.21,1.51,3,6,7,6,"[55.70270425, 12.572263776860414]"
1834,21-22,Oct 24 2021,13,Sandi Putros,Energi Viborg Arena (Viborg),,Silkeborg,OB,Draw,Draw,1,1,1,1,0,0,17,15,0.04,0.06,8,7,0,0,3,0,6,6,2.24,3.05,3.01,1.55,1.35,"10,833,333",1.05,6,3,11,12,"[56.455903899999996, 9.402020349999999]"
1835,21-22,Oct 24 2021,13,Morten Krogh,Right to Dream Park (Farum),,Randers,AGF,Won,Lost,3,0,1,0,1,0,21,11,0.42,0.58,11,15,0,0,3,5,8,1,2.31,3.23,3.09,"8,472,222",1.36,2.25,1.27,5,4,16,7,"[55.81619865, 12.353032590985052]"
1836,21-22,Oct 24 2021,13,Jakob Kehlet,Nature Energy Park (Odense),,Midtjylland,Sønderjyske,Won,Lost,3,0,3,2,1,1,24.00.00,16,0.38,"4,305,556",13,11,0,0,0,1,14,3,1.43,4.54,7.01,"10,069,444",1.47,2.53,"10,555,556",8,8,16,8,"[55.397745, 10.35022492586062]"
1837,21-22,Oct 25 2021,13,Michael Tykgaard,Brøndby Stadion (Brøndby),,AaB,Viborg,Lost,Won,0,3,2,5,1,2,13,21,0.46,0.54,5,15,0,0,0,0,5,4,2.08,"16,944,444",3.42,1.53,"8,472,222",1.04,2.17,4,9,9,12,"[55.6480283, 12.4154952]"
1838,21-22,Oct 31 2021,14,Anders Poulsen,Sydbank Park (Haderslev),,Nordsjælland,AaB,Lost,Won,0,3,0,2,0,1,11,7,0.41,0.59,7,6,0,0,3,1,9,5,3.05,3.05,2.19,875,1.51,1.41,"6,875",3,4,8,3,"[55.2613291, 9.487707200000001]"
1839,21-22,Oct 31 2021,14,Jakob A. Sundberg,Ceres Park & Arena (Århus),,Randers,Midtjylland,Lost,Won,0,3,1,3,0,2,10,12,0.49,0.51,15,10,0,0,3,4,3,4,3.03,3.35,2.12,"9,097,222",1.06,1.53,1.47,7,7,3,5,"[56.1316074, 10.19619137741853]"
1840,21-22,Oct 31 2021,14,Aydin Uslu,Vejle Stadion (Vejle),18942,København,Vejle,Won,Lost,3,0,3,0,2,0,14,6,0.47,0.53,11,10,0,0,2,3,3,4,1.22,5.05,12,"9,861,111",1.43,"8,472,222","6,736,111",6,4,8,2,"[55.71372409999999, 9.556157838024756]"
1841,21-22,Oct 31 2021,14,Jørgen Daugbjerg Burchardt,Brøndby Stadion (Brøndby),,Viborg,Brøndby,Lost,Won,0,3,0,1,0,0,11,16,0.59,0.41,13,12,0,0,2,2,2,3,2.06,3.03,2.05,2.01,1.53,1.32,2.04,4,9,7,7,"[55.6480283, 12.4154952]"
1842,21-22,Oct 31 2021,14,Jens Maae,JYSK park (Silkeborg),,Sønderjyske,Silkeborg,Lost,Won,0,3,0,6,0,1,6,19,0.57,0.43,8,7,0,0,2,0,4,6,2.09,3.25,2.03,1.06,"9,861,111","5,069,444",2.27,0,10,6,9,"[56.184187, 9.5751522579733]"
1843,21-22,Nov 01 2021,14,Mikkel Redder,Cepheus Park Randers (Randers),,OB,AGF,Draw,Draw,1,1,0,0,0,0,16,15,0.41,0.59,13,10,0,0,1,1,4,4,2.03,3.02,2.09,"0,1",1.35,"9,375",1.37,5,3,11,12,"[56.46607165, 10.010154126188361]"
1844,21-22,Nov 05 2021,15,Peter Kjærsgaard-Andersen,MCH Arena (Herning),,Viborg,Nordsjælland,Draw,Draw,1,1,2,2,1,2,16,12,0.43,0.57,13,12,1,0,3,1,6,4,2,"17,708,333",3.25,"10,486,111",1.54,2.12,1.53,9,7,7,5,"[56.1169164, 8.951716477487706]"
1845,21-22,Nov 07 2021,15,Jonas Hansen,Aalborg Portland Park (Aalborg),7266,AaB,Randers,Draw,Draw,1,1,1,1,1,0,10,9,0.47,0.53,10,12,1,0,1,2,10,2,2.13,3.04,3,1.51,1.09,1.02,1.15,3,4,7,5,"[57.05203525, 9.898599342025985]"
1846,21-22,Nov 07 2021,15,Morten Krogh,Right to Dream Park (Farum),4529,Vejle,Sønderjyske,Won,Lost,3,0,3,1,1,0,14,13,0.45,0.55,14,15,0,0,3,1,4,5,2.28,3.35,"13,541,667",1.38,1.53,"9,791,667",1.36,10,3,4,10,"[55.81619865, 12.353032590985052]"
1847,21-22,Nov 07 2021,15,Sandi Putros,Cepheus Park Randers (Randers),11517,AGF,Midtjylland,Won,Lost,3,0,3,0,3,0,9,16,"4,513,889",0.35,26.00.00,10,0,0,2,3,2,7,"17,708,333",3.04,"10,763,889","8,541,667",1.58,1.26,"9,861,111",7,5,2,11,"[56.46607165, 10.010154126188361]"
1848,21-22,Nov 07 2021,15,Jakob Kehlet,Parken (København),,Brøndby,OB,Won,Lost,3,0,2,1,1,1,15,16,0.44,0.56,14,9,0,0,0,1,6,4,"10,625","17,083,333","17,638,889","8,611,111",1.37,"10,069,444",1.09,6,7,9,9,"[55.70270425, 12.572263776860414]"
1849,21-22,Nov 07 2021,15,Mads-Kristoffer Kristoffersen,Energi Viborg Arena (Viborg),,Silkeborg,København,Draw,Draw,1,1,0,0,0,0,15,8,0.43,0.57,5,11,0,0,1,1,3,3,3.09,3.09,1.09,"8,402,778",1.07,"10,138,889",1.03,7,2,8,6,"[56.455903899999996, 9.402020349999999]"
1850,21-22,Nov 19 2021,16,Jakob A. Sundberg,Sydbank Park (Haderslev),,OB,Viborg,Lost,Won,0,3,2,3,0,2,7,15,0.44,0.56,15,22,1,0,2,6,7,2,2.02,3.08,3.05,"9,930,556",1.07,1.02,"9,930,556",5,10,2,5,"[55.2613291, 9.487707200000001]"
1851,21-22,Nov 21 2021,16,Sandi Putros,Nature Energy Park (Odense),,Nordsjælland,Silkeborg,Draw,Draw,1,1,1,1,1,0,9,16,"4,375",0.37,16,10,0,0,3,3,2,6,2.55,3.03,2.03,"8,541,667","10,347,222",1.14,2.03,4,10,5,6,"[55.397745, 10.35022492586062]"
1852,21-22,Nov 21 2021,16,Jens Maae,Energi Viborg Arena (Viborg),,Randers,Vejle,Won,Lost,3,0,4,1,1,1,22,8,0.38,"4,305,556",14,10,0,0,2,1,8,0,1.56,"17,777,778",4.05,"8,958,333",1.37,2.56,"6,388,889",11,2,11,6,"[56.455903899999996, 9.402020349999999]"
1853,21-22,Nov 21 2021,16,Jørgen Daugbjerg Burchardt,Aalborg Portland Park (Aalborg),,København,AGF,Draw,Draw,1,1,1,1,1,0,18,11,0.44,0.56,15,17,0,0,5,3,5,2,"9,236,111","17,708,333",5,1.08,1.35,"10,069,444",1.18,5,3,13,8,"[57.05203525, 9.898599342025985]"
1854,21-22,Nov 21 2021,16,Morten Krogh,Vejle Stadion (Vejle),,Midtjylland,Brøndby,Lost,Won,0,3,1,2,1,2,13,13,0.05,0.05,15,13,0,0,2,1,2,6,"9,583,333",3.09,4.03,"10,763,889",1.06,1.53,1.05,6,5,7,8,"[55.71372409999999, 9.556157838024756]"
1855,21-22,Nov 22 2021,16,Peter Kjærsgaard-Andersen,Ceres Park & Arena (Århus),,Sønderjyske,AaB,Lost,Won,0,3,1,3,1,1,14,11,0.59,0.41,10,11,0,0,1,2,5,8,"14,236,111",3.05,2.02,1.47,1.44,1.48,1.52,4,7,10,4,"[56.1316074, 10.19619137741853]"
1856,21-22,Nov 26 2021,17,Aydin Uslu,Brøndby Stadion (Brøndby),,AGF,Silkeborg,Draw,Draw,1,1,1,1,1,0,16,24.00.00,"4,583,333",0.34,4,8,0,0,1,2,5,8,2,3.03,3.01,1.59,"10,486,111","9,097,222",2.57,5,9,11,15,"[55.6480283, 12.4154952]"
1857,21-22,Nov 28 2021,17,Michael Tykgaard,JYSK park (Silkeborg),,OB,Nordsjælland,Won,Lost,3,0,2,0,1,0,22,13,0.59,0.41,7,7,0,0,1,2,7,8,"9,097,222",3.09,4.15,"9,236,111",1.54,2.13,"8,541,667",7,5,15,8,"[56.184187, 9.5751522579733]"
1858,21-22,Nov 28 2021,17,Anders Poulsen,Nature Energy Park (Odense),3500,Viborg,Sønderjyske,Draw,Draw,1,1,1,1,1,1,9,18,0.59,0.41,16,10,1,0,1,2,1,4,"8,611,111",4.05,4.35,"10,694,444",1.51,1.09,"9,236,111",4,4,5,14,"[55.397745, 10.35022492586062]"
1859,21-22,Nov 28 2021,17,Mikkel Redder,Right to Dream Park (Farum),,Brøndby,Randers,Won,Lost,3,0,1,0,1,0,15,13,0.48,0.52,7,12,0,0,2,3,4,12,2,3.32,3.18,"8,819,444","9,652,778","9,930,556",1.54,8,3,7,10,"[55.81619865, 12.353032590985052]"
1860,21-22,Nov 28 2021,17,Jakob Kehlet,Cepheus Park Randers (Randers),,AaB,København,Lost,Won,0,3,1,3,1,3,8,15,0.42,0.58,10,15,0,0,3,5,7,6,"14,791,667",3.13,2.02,1.46,"8,472,222",1.19,"9,375",4,8,4,7,"[56.46607165, 10.010154126188361]"
1861,21-22,Nov 29 2021,17,Mads-Kristoffer Kristoffersen,Parken (København),,Vejle,Midtjylland,Draw,Draw,1,1,1,1,0,0,8,14,"4,305,556",0.38,9,12,0,0,2,3,2,3,5.02,"19,097,222",1.58,1.44,"8,402,778",0.09,1.09,2,9,6,5,"[55.70270425, 12.572263776860414]"
1862,21-22,Feb 18 2022,18,Mads-Kristoffer Kristoffersen,MCH Arena (Herning),,Sønderjyske,AGF,Lost,Won,0,3,2,3,2,1,17,14,"4,513,889",0.35,16,10,0,0,3,1,3,6,3.01,3.03,2.03,1.47,1.33,"0,1",1.07,8,6,9,8,"[56.1169164, 8.951716477487706]"
1863,21-22,Feb 20 2022,18,Morten Krogh,Sydbank Park (Haderslev),,Midtjylland,AaB,Lost,Won,0,3,0,2,0,1,23,11,0.38,"4,305,556",17,13,0,0,3,3,8,6,"8,611,111","17,708,333","21,180,556","10,347,222",1.45,2.05,1.42,9,7,14,4,"[55.2613291, 9.487707200000001]"
1864,21-22,Feb 20 2022,18,Jonas Hansen,Ceres Park & Arena (Århus),,Silkeborg,Vejle,Won,Lost,3,0,3,0,1,0,19,4,0.26,"5,138,889",9,10,0,0,2,5,9,2,"8,472,222",3.08,4.55,"8,611,111",1.31,2.39,0.38,9,0,10,4,"[56.1316074, 10.19619137741853]"
1865,21-22,Feb 20 2022,18,Jens Maae,Nature Energy Park (Odense),,Nordsjælland,Brøndby,Lost,Won,0,3,0,2,0,0,13,19,0.38,"4,305,556",10,7,0,0,0,2,5,4,3.05,3.05,2.05,1.56,1.59,1.44,2.01,3,8,10,11,"[55.397745, 10.35022492586062]"
1866,21-22,Feb 20 2022,18,Sandi Putros,Energi Viborg Arena (Viborg),,København,OB,Won,Lost,3,0,2,0,1,0,18,19,"4,375",0.37,6,11,0,0,2,0,5,9,1.45,4.35,7,1.08,1.44,"10,347,222","10,833,333",8,6,10,13,"[56.455903899999996, 9.402020349999999]"
1867,21-22,Feb 21 2022,18,Jakob Kehlet,Brøndby Stadion (Brøndby),,Randers,Viborg,Lost,Won,0,3,0,1,0,1,14,15,0.45,0.55,9,10,0,0,2,2,3,6,"10,555,556",3.52,4.08,"9,652,778","9,166,667","8,472,222","8,888,889",4,6,10,9,"[55.6480283, 12.4154952]"
1868,21-22,Feb 25 2022,19,Jakob A. Sundberg,Aalborg Portland Park (Aalborg),,Vejle,AGF,Won,Lost,3,0,3,2,2,2,13,18,0.56,0.44,17,17,0,0,3,2,5,6,4,3.05,"10,486,111",1.38,1.37,"8,611,111","10,902,778",7,7,6,11,"[57.05203525, 9.898599342025985]"
1869,21-22,Feb 27 2022,19,Mikkel Redder,Vejle Stadion (Vejle),,AaB,Silkeborg,Lost,Won,0,3,1,4,0,0,9,14,0.54,0.46,11,12,0,1,2,0,6,3,1.08,3.55,"19,097,222",1.43,"10,972,222",1,"8,888,889",3,8,6,6,"[55.71372409999999, 9.556157838024756]"
1870,21-22,Feb 27 2022,19,Aydin Uslu,Sydbank Park (Haderslev),,Nordsjælland,Randers,Draw,Draw,1,1,0,0,0,0,10,18,0.42,0.58,13,8,0,0,2,2,3,5,2.06,3.45,2.04,1.55,"9,444,444",1.38,"10,694,444",4,6,6,12,"[55.2613291, 9.487707200000001]"
1871,21-22,Feb 27 2022,19,Jakob Kehlet,MCH Arena (Herning),,Viborg,København,Lost,Won,0,3,0,2,0,1,13,11,0.43,0.57,4,7,0,0,0,0,10,4,3.02,3.05,2.05,"0,1","8,541,667",1.49,1.41,2,7,11,4,"[56.1169164, 8.951716477487706]"
1872,21-22,Feb 27 2022,19,Jørgen Daugbjerg Burchardt,JYSK park (Silkeborg),,OB,Midtjylland,Draw,Draw,1,1,2,2,0,0,7,19,0.48,0.52,19,11,0,0,4,0,4,4,3.02,3.06,2.02,"9,513,889","8,680,556","6,319,444",2.03,4,6,3,13,"[56.184187, 9.5751522579733]"
1873,21-22,Feb 28 2022,19,Peter Kjærsgaard-Andersen,Right to Dream Park (Farum),,Brøndby,Sønderjyske,Won,Lost,3,0,1,0,1,0,16,8,0.35,"4,513,889",14,10,0,1,2,3,7,1,1.05,4.02,6.05,"8,888,889",1.53,"9,791,667","5,902,778",4,2,12,6,"[55.81619865, 12.353032590985052]"
1874,21-22,Mar 04 2022,20,Jens Maae,Parken (København),,Midtjylland,Viborg,Won,Lost,3,0,3,1,3,1,16,12,0.58,0.42,8,15,0,1,1,5,2,4,"8,888,889",4.05,"22,291,667","10,833,333","9,097,222","10,347,222",1.42,9,3,7,9,"[55.70270425, 12.572263776860414]"
1875,21-22,Mar 04 2022,20,Morten Krogh,Cepheus Park Randers (Randers),,København,Randers,Won,Lost,3,0,3,0,1,0,18,19,0.05,0.05,6,6,0,0,2,0,7,5,1.07,3.09,"22,708,333","9,791,667","9,583,333",2.02,"9,375",11,3,7,16,"[56.46607165, 10.010154126188361]"
1876,21-22,Mar 06 2022,20,Anders Poulsen,Vejle Stadion (Vejle),,Sønderjyske,OB,Draw,Draw,1,1,2,2,0,2,12,10,0.52,0.48,16,9,0,0,1,3,9,3,"13,541,667",3.25,2.45,1.51,1.05,"8,611,111",1.28,6,5,6,5,"[55.71372409999999, 9.556157838024756]"
1877,21-22,Mar 06 2022,20,Sandi Putros,Aalborg Portland Park (Aalborg),,AaB,Vejle,Draw,Draw,1,1,0,0,0,0,10,11,0.38,"4,305,556",15,13,0,0,4,5,7,5,1.57,4.01,5.05,1.38,1.21,1.33,1.44,4,5,6,6,"[57.05203525, 9.898599342025985]"
1878,21-22,Mar 06 2022,20,Jakob Kehlet,Right to Dream Park (Farum),,Silkeborg,Brøndby,Lost,Won,0,3,0,1,0,0,14,6,0.31,"4,791,667",3,5,0,0,0,0,7,3,2.01,3.05,3.35,"9,166,667","8,611,111",2.02,"5,694,444",9,4,5,2,"[55.81619865, 12.353032590985052]"
1879,21-22,Mar 07 2022,20,Jørgen Daugbjerg Burchardt,Energi Viborg Arena (Viborg),,AGF,Nordsjælland,Lost,Won,0,3,2,3,1,1,6,9,0.06,0.04,10,6,0,0,1,3,4,2,"10,486,111",3.25,3.05,1.06,1.55,1.17,"9,583,333",3,7,3,2,"[56.455903899999996, 9.402020349999999]"
1880,21-22,Mar 11 2022,21,Jonas Hansen,Nature Energy Park (Odense),2756,Nordsjælland,Sønderjyske,Draw,Draw,1,1,1,1,0,1,15,17,0.36,"4,444,444",11,5,0,0,2,4,9,8,"10,347,222","17,708,333","19,097,222",1.53,1.47,1.08,1.59,6,3,9,14,"[55.397745, 10.35022492586062]"
1881,21-22,Mar 13 2022,21,Mikkel Redder,Brøndby Stadion (Brøndby),,Viborg,Vejle,Won,Lost,3,0,2,0,1,0,14,12,0.49,0.51,15,12,0,0,2,1,11,8,1.44,4.33,"26,041,667","9,791,667",1.23,1.49,"8,541,667",5,7,9,5,"[55.6480283, 12.4154952]"
1882,21-22,Mar 13 2022,21,Michael Tykgaard,MCH Arena (Herning),,Randers,Silkeborg,Won,Lost,3,0,2,1,1,0,12,16,"4,375",0.37,5,6,0,0,1,0,4,6,2.45,3.03,2.06,"9,513,889","10,763,889",1.43,"8,680,556",3,3,9,13,"[56.1169164, 8.951716477487706]"
1883,21-22,Mar 13 2022,21,Morten Krogh,Parken (København),,Brøndby,AGF,Draw,Draw,1,1,1,1,1,0,16,9,0.41,0.59,12,10,0,0,4,3,7,2,"10,486,111",3.05,4,1.07,1.43,"10,486,111",1.24,7,6,9,3,"[55.70270425, 12.572263776860414]"
1884,21-22,Mar 13 2022,21,Mads-Kristoffer Kristoffersen,Sydbank Park (Haderslev),,Midtjylland,København,Lost,Won,0,3,0,1,0,0,14,12,0.42,0.58,7,9,0,0,3,2,7,6,2.35,3.04,2.09,"10,763,889","8,402,778","9,166,667",1.34,6,4,8,8,"[55.2613291, 9.487707200000001]"
1885,21-22,Mar 14 2022,21,Jakob A. Sundberg,Aalborg Portland Park (Aalborg),,OB,AaB,Lost,Won,0,3,2,3,1,1,16,12,0.41,0.59,7,13,0,0,0,3,8,3,2.41,3.56,"13,611,111","8,888,889",1.45,"9,513,889",1.54,7,8,9,4,"[57.05203525, 9.898599342025985]"
1886,21-22,Mar 20 2022,22,Peter Kjærsgaard-Andersen,JYSK park (Silkeborg),,AGF,Viborg,Draw,Draw,1,1,1,1,1,0,8,21,0.56,0.44,2,0,1,0,8,3,1,5,2.18,3.37,3.33,1.56,"8,888,889",1.09,"9,930,556",5,2,3,19,"[56.184187, 9.5751522579733]"
1887,21-22,Mar 20 2022,22,Jakob Kehlet,Ceres Park & Arena (Århus),,København,Nordsjælland,Won,Lost,3,0,1,0,1,0,19,8,0.57,0.43,0,1,0,0,2,0,4,2,1.48,4.41,6.18,"10,069,444",1.57,2.08,"5,972,222",8,0,11,8,"[56.1316074, 10.19619137741853]"
1888,21-22,Mar 20 2022,22,Jens Maae,Right to Dream Park (Farum),,AaB,Brøndby,Won,Lost,3,0,3,0,1,0,23,11,0.43,0.57,12,16,0,1,1,2,5,1,2.28,3.44,3.08,1.38,1.55,2.34,1.08,7,3,16,8,"[55.81619865, 12.353032590985052]"
1889,21-22,Mar 20 2022,22,Morten Krogh,Energi Viborg Arena (Viborg),,Vejle,OB,Won,Lost,3,0,2,0,2,0,16,11,"4,375",0.37,9,12,0,0,2,3,6,3,3.54,3.56,2.03,1.04,1.47,"9,791,667",1.29,7,4,9,7,"[56.455903899999996, 9.402020349999999]"
1890,21-22,Mar 20 2022,22,Mikkel Redder,Cepheus Park Randers (Randers),,Sønderjyske,Randers,Draw,Draw,1,1,1,1,0,0,10,14,0.53,0.47,0,1,0,0,3,2,2,4,3.19,3.58,2.03,1.53,"9,583,333",1.28,1.49,5,3,5,11,"[56.46607165, 10.010154126188361]"
1891,21-22,Mar 20 2022,22,Sandi Putros,Brøndby Stadion (Brøndby),,Silkeborg,Midtjylland,Lost,Won,0,3,0,1,0,0,11,19,0.41,0.59,9,10,0,0,3,0,4,7,"1,375","16,944,444",2.54,"9,375","8,888,889",1.37,2.12,4,8,7,11,"[55.6480283, 12.4154952]"
1892,21-22,Apr 01 2022,1,Jørgen Daugbjerg Burchardt,MCH Arena (Herning),3093,Viborg,Sønderjyske,Won,Lost,3,0,2,1,2,0,10,14,0.48,0.52,13,11,0,0,3,0,6,5,"9,305,556",3.04,4.04,"9,583,333",1.48,1.25,"8,402,778",4,7,6,7,"[56.1169164, 8.951716477487706]"
1893,21-22,Apr 03 2022,1,Anders Poulsen,Nature Energy Park (Odense),,AGF,Vejle,Draw,Draw,1,1,0,0,0,0,6,12,0.48,0.52,14,11,0,0,4,1,5,0,"10,208,333",3.55,4.25,1.52,1.27,"6,666,667",1.34,3,3,3,9,"[55.397745, 10.35022492586062]"
1894,21-22,Apr 03 2022,1,Mads-Kristoffer Kristoffersen,Ceres Park & Arena (Århus),4545,OB,Nordsjælland,Won,Lost,3,0,2,1,1,0,9,11,"4,236,111",0.39,14,12,0,0,2,2,1,3,2.01,3.05,3.04,"8,958,333",1.51,1.22,"8,888,889",5,7,4,4,"[56.1316074, 10.19619137741853]"
1895,21-22,Apr 03 2022,1,Aydin Uslu,Parken (København),,Brøndby,Randers,Lost,Won,0,3,0,1,0,1,22,14,0.45,0.55,12,12,0,0,1,2,11,3,2.01,3.04,3.05,"9,166,667","9,375",2.56,"10,277,778",10,10,12,4,"[55.70270425, 12.572263776860414]"
1896,21-22,Apr 03 2022,1,Michael Tykgaard,Aalborg Portland Park (Aalborg),,AaB,København,Lost,Won,0,3,0,1,0,0,8,18,0.46,0.54,18,10,0,0,4,3,9,6,3.03,3.45,2.16,1.46,1.59,1.16,"9,375",2,6,6,12,"[57.05203525, 9.898599342025985]"
1897,21-22,Apr 04 2022,1,Jonas Hansen,Vejle Stadion (Vejle),,Midtjylland,Silkeborg,Won,Lost,3,0,3,2,0,1,15,14,0.48,0.52,7,3,0,0,2,0,4,6,"9,305,556",3.45,4.03,"10,625","10,555,556",1.09,1.46,8,6,7,8,"[55.71372409999999, 9.556157838024756]"
1898,21-22,Apr 08 2022,2,Jakob Kehlet,Sydbank Park (Haderslev),,AaB,Randers,Won,Lost,3,0,3,0,2,0,12,15,0.51,0.49,9,4,0,0,1,1,6,5,2.14,3.04,3.45,1.44,"9,444,444",1.46,1.56,6,3,6,12,"[55.2613291, 9.487707200000001]"
1899,21-22,Apr 10 2022,2,Peter Kjærsgaard-Andersen,JYSK park (Silkeborg),,Sønderjyske,OB,Draw,Draw,1,1,2,2,1,1,11,14,0.57,0.43,14,13,0,0,2,2,3,5,2.07,3.04,2.55,1.05,1.46,1.45,1.48,5,4,6,10,"[56.184187, 9.5751522579733]"
1900,21-22,Apr 10 2022,2,Sandi Putros,Energi Viborg Arena (Viborg),,Nordsjælland,AGF,Draw,Draw,1,1,2,2,0,1,16,6,0.43,0.57,12,10,0,0,2,1,5,3,2.02,3.05,3.13,1.56,1.41,2.06,"5,972,222",7,4,9,2,"[56.455903899999996, 9.402020349999999]"
1901,21-22,Apr 10 2022,2,Jørgen Daugbjerg Burchardt,Ceres Park & Arena (Århus),,Silkeborg,Brøndby,Won,Lost,3,0,3,0,1,0,20,7,0.27,"5,069,444",11,5,0,1,1,0,3,3,2.01,3.04,3.05,"9,166,667",1.51,2.25,"4,375",7,0,13,7,"[56.1316074, 10.19619137741853]"
1902,21-22,Apr 10 2022,2,Jakob A. Sundberg,Nature Energy Park (Odense),,København,Midtjylland,Won,Lost,3,0,1,0,0,0,14,12,0.43,0.57,9,10,0,0,2,3,4,4,2.15,3.04,3.03,"10,208,333","9,166,667",1.55,1.35,4,4,10,8,"[55.397745, 10.35022492586062]"
1903,21-22,Apr 11 2022,2,Mads-Kristoffer Kristoffersen,Brøndby Stadion (Brøndby),4188,Vejle,Viborg,Draw,Draw,1,1,2,2,1,1,7,13,0.54,0.46,17,10,1,0,4,0,0,5,3.13,3.42,2.24,1.44,1.07,1.08,"8,541,667",5,6,2,7,"[55.6480283, 12.4154952]"
1904,21-22,Apr 13 2022,3,Morten Krogh,Aalborg Portland Park (Aalborg),,Randers,Midtjylland,Lost,Won,0,3,1,3,0,2,17,15,0.51,0.49,7,7,0,0,1,0,5,5,3,3.05,2.02,"9,305,556","8,958,333",2.01,"10,347,222",7,10,10,5,"[57.05203525, 9.898599342025985]"
1905,21-22,Apr 14 2022,3,Jakob A. Sundberg,MCH Arena (Herning),,OB,Vejle,Won,Lost,3,0,2,1,0,0,9,13,0.45,0.55,19,9,0,0,2,1,6,3,"8,819,444",3.06,4.05,"8,680,556",1.27,1.28,1.04,7,3,2,10,"[56.1169164, 8.951716477487706]"
1906,21-22,Apr 14 2022,3,Peter Kjærsgaard-Andersen,Aalborg Portland Park (Aalborg),,AGF,Viborg,Lost,Won,0,3,0,2,0,0,7,23,0.05,0.05,9,13,0,0,2,2,5,9,2.06,3,2.06,1.47,"8,958,333","5,972,222",2.21,2,6,5,17,"[57.05203525, 9.898599342025985]"
1907,21-22,Apr 14 2022,3,Anders Poulsen,Sydbank Park (Haderslev),,Silkeborg,København,Won,Lost,3,0,3,1,0,0,15,16,0.55,0.45,6,6,0,0,0,1,4,2,2.09,3.25,2.02,"9,444,444",1.06,"8,888,889","11,041,667",5,7,10,9,"[55.2613291, 9.487707200000001]"
