index,season,date,matchday,referee,stadium_name,attendance,h_team,a_team,h_result,a_result,h_points,a_points,h_goals,a_goals,h_ht_goals,a_ht_goals,a_possession,h_possession,h_fouls,a_fouls,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners,h_odds,draw_odds,a_odds,h_pre_xg,a_pre_xg,h_xg,a_xg,h_shots_on,a_shots_on,h_shots_off,a_shots_off,h_total_shots,a_total_shots,gps,lon,lat,reg,city
1844,21-22,Nov 05 2021,15,Peter KjÂaersgaard-Andersen,Energi Viborg Arena (Viborg),1,Viborg,Nordsjaelland,Draw,Draw,1,1,2,2,1,2,43,57,13,12,1,0,3,1,6,4,2,3.75,3.25,1.91,1.54,2.12,1.53,9,7,7,5,16,12,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
1845,21-22,Nov 07 2021,15,Jonas Hansen,Aalborg Portland Park (Aalborg),7266,AaB,Randers,Draw,Draw,1,1,1,1,1,0,47,53,10,12,1,0,1,2,10,2,2.13,3.4,3,1.51,1.9,1.2,1.15,3,4,7,5,10,9,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1846,21-22,Nov 07 2021,15,Morten Krogh,Vejle Stadion (Vejle),4529,Vejle,Sonderjyske,Won,Lost,3,0,3,1,1,0,45,55,14,15,0,0,3,1,4,5,2.28,3.35,2.75,1.38,1.53,1.81,1.36,10,3,4,10,14,13,"[55.71372409999999, 9.556157838024756, 'Region Syddanmark']",55.7137241,9.556157838,Region Syddanmark,Vejle
1847,21-22,Nov 07 2021,15,Sandi Putros,Ceres Park & Arena (Aarhus),11517,AGF,Midtjylland,Won,Lost,3,0,3,0,3,0,65,35,26,10,0,0,2,3,2,7,3.75,3.4,1.95,1.63,1.58,1.26,1.82,7,5,2,11,9,16,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1848,21-22,Nov 07 2021,15,Jakob Kehlet,Brondby Stadion (Brondby),1,Brondby,OB,Won,Lost,3,0,2,1,1,1,44,56,14,9,0,0,0,1,6,4,1.93,3.66,3.74,1.64,1.37,1.85,1.9,6,7,9,9,15,16,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
1849,21-22,Nov 07 2021,15,Mads-Kristoffer Kristoffersen,JYSK park (Silkeborg),1,Silkeborg,Kobenhavn,Draw,Draw,1,1,0,0,0,0,43,57,5,11,0,0,1,1,3,3,3.9,3.9,1.9,1.61,1.7,1.86,1.03,7,2,8,6,15,8,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
1850,21-22,Nov 19 2021,16,Jakob A. Sundberg,Nature Energy Park (Odense),1,OB,Viborg,Lost,Won,0,3,2,3,0,2,44,56,15,22,1,0,2,6,7,2,2.02,3.8,3.5,1.83,1.7,1.02,1.83,5,10,2,5,7,15,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1851,21-22,Nov 21 2021,16,Sandi Putros,Right to Dream Park (Farum),1,Nordsjaelland,Silkeborg,Draw,Draw,1,1,1,1,1,0,63,37,16,10,0,0,3,3,2,6,2.55,3.3,2.3,1.63,1.89,1.14,2.03,4,10,5,6,9,16,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
1852,21-22,Nov 21 2021,16,Jens Maae,Cepheus Park Randers (Randers),1,Randers,Vejle,Won,Lost,3,0,4,1,1,1,38,62,14,10,0,0,2,1,8,0,1.56,3.76,4.5,1.69,1.37,2.56,0.92,11,2,11,6,22,8,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
1853,21-22,Nov 21 2021,16,JÂorgen Daugbjerg Burchardt,Parken (Kobenhavn),1,Kobenhavn,AGF,Draw,Draw,1,1,1,1,1,0,44,56,15,17,0,0,5,3,5,2,1.73,3.75,5,1.8,1.35,1.85,1.18,5,3,13,8,18,11,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1854,21-22,Nov 21 2021,16,Morten Krogh,MCH Arena (Herning),1,Midtjylland,Brondby,Lost,Won,0,3,1,2,1,2,50,50,15,13,0,0,2,1,2,6,1.78,3.9,4.3,1.95,1.6,1.53,1.5,6,5,7,8,13,13,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
1855,21-22,Nov 22 2021,16,Peter KjÂaersgaard-Andersen,Sydbank Park (Haderslev),1,Sonderjyske,AaB,Lost,Won,0,3,1,3,1,1,59,41,10,11,0,0,1,2,5,8,2.85,3.05,2.2,1.47,1.44,1.48,1.52,4,7,10,4,14,11,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
1856,21-22,Nov 26 2021,17,Aydin Uslu,Ceres Park & Arena (Aarhus),1,AGF,Silkeborg,Draw,Draw,1,1,1,1,1,0,66,34,4,8,0,0,1,2,5,8,2,3.3,3.1,1.59,1.91,1.71,2.57,5,9,11,15,16,24,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1857,21-22,Nov 28 2021,17,Michael Tykgaard,Nature Energy Park (Odense),1,OB,Nordsjaelland,Won,Lost,3,0,2,0,1,0,59,41,7,7,0,0,1,2,7,8,1.71,3.9,4.15,1.73,1.54,2.13,1.63,7,5,15,8,22,13,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1858,21-22,Nov 28 2021,17,Anders Poulsen,Energi Viborg Arena (Viborg),3500,Viborg,Sonderjyske,Draw,Draw,1,1,1,1,1,1,59,41,16,10,1,0,1,2,1,4,1.64,4.05,4.35,1.94,1.51,1.09,1.73,4,4,5,14,9,18,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
1859,21-22,Nov 28 2021,17,Mikkel Redder,Brondby Stadion (Brondby),1,Brondby,Randers,Won,Lost,3,0,1,0,1,0,48,52,7,12,0,0,2,3,4,12,2,3.32,3.18,1.67,1.79,1.83,1.54,8,3,7,10,15,13,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
1860,21-22,Nov 28 2021,17,Jakob Kehlet,Aalborg Portland Park (Aalborg),1,AaB,Kobenhavn,Lost,Won,0,3,1,3,1,3,42,58,10,15,0,0,3,5,7,6,2.93,3.13,2.2,1.46,1.62,1.19,1.75,4,8,4,7,8,15,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1861,21-22,Nov 29 2021,17,Mads-Kristoffer Kristoffersen,Vejle Stadion (Vejle),1,Vejle,Midtjylland,Draw,Draw,1,1,1,1,0,0,62,38,9,12,0,0,2,3,2,3,5.2,3.95,1.58,1.44,1.61,0.9,1.9,2,9,6,5,8,14,"[55.71372409999999, 9.556157838024756, 'Region Syddanmark']",55.7137241,9.556157838,Region Syddanmark,Vejle
1862,21-22,Feb 18 2022,18,Mads-Kristoffer Kristoffersen,Sydbank Park (Haderslev),1,Sonderjyske,AGF,Lost,Won,0,3,2,3,2,1,65,35,16,10,0,0,3,1,3,6,3.1,3.3,2.3,1.47,1.33,1.84,1.7,8,6,9,8,17,14,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
1863,21-22,Feb 20 2022,18,Morten Krogh,MCH Arena (Herning),1,Midtjylland,AaB,Lost,Won,0,3,0,2,0,1,38,62,17,13,0,0,3,3,8,6,1.64,3.75,4.65,1.89,1.45,2.5,1.42,9,7,14,4,23,11,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
1864,21-22,Feb 20 2022,18,Jonas Hansen,JYSK park (Silkeborg),1,Silkeborg,Vejle,Won,Lost,3,0,3,0,1,0,26,74,9,10,0,0,2,5,9,2,1.62,3.8,4.55,1.64,1.31,2.39,0.38,9,0,10,4,19,4,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
1865,21-22,Feb 20 2022,18,Jens Maae,Right to Dream Park (Farum),1,Nordsjaelland,Brondby,Lost,Won,0,3,0,2,0,0,38,62,10,7,0,0,0,2,5,4,3.05,3.5,2.05,1.56,1.59,1.44,2.01,3,8,10,11,13,19,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
1866,21-22,Feb 20 2022,18,Sandi Putros,Parken (Kobenhavn),1,Kobenhavn,OB,Won,Lost,3,0,2,0,1,0,63,37,6,11,0,0,2,0,5,9,1.45,4.35,7,1.8,1.44,1.89,1.96,8,6,10,13,18,19,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1867,21-22,Feb 21 2022,18,Jakob Kehlet,Cepheus Park Randers (Randers),1,Randers,Viborg,Lost,Won,0,3,0,1,0,1,45,55,9,10,0,0,2,2,3,6,1.92,3.52,4.08,1.79,1.72,1.62,1.68,4,6,10,9,14,15,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
1868,21-22,Feb 25 2022,19,Jakob A. Sundberg,Vejle Stadion (Vejle),1,Vejle,AGF,Won,Lost,3,0,3,2,2,2,56,44,17,17,0,0,3,2,5,6,4,3.5,1.91,1.38,1.37,1.64,1.97,7,7,6,11,13,18,"[55.71372409999999, 9.556157838024756, 'Region Syddanmark']",55.7137241,9.556157838,Region Syddanmark,Vejle
1869,21-22,Feb 27 2022,19,Mikkel Redder,Aalborg Portland Park (Aalborg),1,AaB,Silkeborg,Lost,Won,0,3,1,4,0,0,54,46,11,12,0,1,2,0,6,3,1.8,3.55,3.95,1.43,1.98,1,1.68,3,8,6,6,9,14,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1870,21-22,Feb 27 2022,19,Aydin Uslu,Right to Dream Park (Farum),1,Nordsjaelland,Randers,Draw,Draw,1,1,0,0,0,0,42,58,13,8,0,0,2,2,3,5,2.6,3.45,2.4,1.55,1.76,1.38,1.94,4,6,6,12,10,18,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
1871,21-22,Feb 27 2022,19,Jakob Kehlet,Energi Viborg Arena (Viborg),1,Viborg,Kobenhavn,Lost,Won,0,3,0,2,0,1,43,57,4,7,0,0,0,0,10,4,3.2,3.5,2.05,1.84,1.63,1.49,1.41,2,7,11,4,13,11,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
1872,21-22,Feb 27 2022,19,JÂorgen Daugbjerg Burchardt,Nature Energy Park (Odense),1,OB,Midtjylland,Draw,Draw,1,1,2,2,0,0,48,52,19,11,0,0,4,0,4,4,3.2,3.6,2.2,1.77,1.65,0.91,2.03,4,6,3,13,7,19,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1873,21-22,Feb 28 2022,19,Peter KjÂaersgaard-Andersen,Brondby Stadion (Brondby),1,Brondby,Sonderjyske,Won,Lost,3,0,1,0,1,0,35,65,14,10,0,1,2,3,7,1,1.5,4.2,6.5,1.68,1.53,1.81,0.85,4,2,12,6,16,8,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
1874,21-22,Mar 04 2022,20,Jens Maae,MCH Arena (Herning),1,Midtjylland,Viborg,Won,Lost,3,0,3,1,3,1,58,42,8,15,0,1,1,5,2,4,1.68,4.05,4.81,1.96,1.71,1.89,1.42,9,3,7,9,16,12,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
1875,21-22,Mar 04 2022,20,Morten Krogh,Parken (Kobenhavn),1,Kobenhavn,Randers,Won,Lost,3,0,3,0,1,0,50,50,6,6,0,0,2,0,7,5,1.7,3.9,4.87,1.81,1.78,2.2,1.75,11,3,7,16,18,19,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1876,21-22,Mar 06 2022,20,Anders Poulsen,Sydbank Park (Haderslev),1,Sonderjyske,OB,Draw,Draw,1,1,2,2,0,2,52,48,16,9,0,0,1,3,9,3,2.75,3.25,2.45,1.51,1.5,1.64,1.28,6,5,6,5,12,10,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
1877,21-22,Mar 06 2022,20,Sandi Putros,Aalborg Portland Park (Aalborg),1,AaB,Vejle,Draw,Draw,1,1,0,0,0,0,38,62,15,13,0,0,4,5,7,5,1.57,4.1,5.5,1.38,1.21,1.33,1.44,4,5,6,6,10,11,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1878,21-22,Mar 06 2022,20,Jakob Kehlet,JYSK park (Silkeborg),1,Silkeborg,Brondby,Lost,Won,0,3,0,1,0,0,31,69,3,5,0,0,0,0,7,3,2.1,3.5,3.35,1.72,1.64,2.02,0.82,9,4,5,2,14,6,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
1879,21-22,Mar 07 2022,20,JÂorgen Daugbjerg Burchardt,Ceres Park & Arena (Aarhus),1,AGF,Nordsjaelland,Lost,Won,0,3,2,3,1,1,60,40,10,6,0,0,1,3,4,2,1.91,3.25,3.5,1.6,1.55,1.17,1.78,3,7,3,2,6,9,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1880,21-22,Mar 11 2022,21,Jonas Hansen,Right to Dream Park (Farum),2756,Nordsjaelland,Sonderjyske,Draw,Draw,1,1,1,1,0,1,36,64,11,5,0,0,2,4,9,8,1.89,3.75,3.95,1.53,1.47,1.8,1.59,6,3,9,14,15,17,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
1881,21-22,Mar 13 2022,21,Mikkel Redder,Energi Viborg Arena (Viborg),1,Viborg,Vejle,Won,Lost,3,0,2,0,1,0,49,51,15,12,0,0,2,1,11,8,1.44,4.33,5.75,1.81,1.23,1.49,1.63,5,7,9,5,14,12,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
1882,21-22,Mar 13 2022,21,Michael Tykgaard,Cepheus Park Randers (Randers),1,Randers,Silkeborg,Won,Lost,3,0,2,1,1,0,63,37,5,6,0,0,1,0,4,6,2.45,3.3,2.6,1.77,1.95,1.43,1.65,3,3,9,13,12,16,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
1883,21-22,Mar 13 2022,21,Morten Krogh,Brondby Stadion (Brondby),1,Brondby,AGF,Draw,Draw,1,1,1,1,1,0,41,59,12,10,0,0,4,3,7,2,1.91,3.5,4,1.7,1.43,1.91,1.24,7,6,9,3,16,9,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
1884,21-22,Mar 13 2022,21,Mads-Kristoffer Kristoffersen,MCH Arena (Herning),1,Midtjylland,Kobenhavn,Lost,Won,0,3,0,1,0,0,42,58,7,9,0,0,3,2,7,6,2.35,3.4,2.9,1.95,1.61,1.72,1.34,6,4,8,8,14,12,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
1885,21-22,Mar 14 2022,21,Jakob A. Sundberg,Nature Energy Park (Odense),1,OB,AaB,Lost,Won,0,3,2,3,1,1,41,59,7,13,0,0,0,3,8,3,2.41,3.56,2.76,1.68,1.45,1.77,1.54,7,8,9,4,16,12,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1886,21-22,Mar 20 2022,22,Peter KjÂaersgaard-Andersen,Ceres Park & Arena (Aarhus),1,AGF,Viborg,Draw,Draw,1,1,1,1,1,0,56,44,2,0,1,0,8,3,1,5,2.18,3.37,3.33,1.56,1.68,1.09,1.83,5,2,3,19,8,21,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1887,21-22,Mar 20 2022,22,Jakob Kehlet,Parken (Kobenhavn),1,Kobenhavn,Nordsjaelland,Won,Lost,3,0,1,0,1,0,57,43,0,1,0,0,2,0,4,2,1.48,4.41,6.18,1.85,1.57,2.08,0.86,8,0,11,8,19,8,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1888,21-22,Mar 20 2022,22,Jens Maae,Aalborg Portland Park (Aalborg),1,AaB,Brondby,Won,Lost,3,0,3,0,1,0,43,57,12,16,0,1,1,2,5,1,2.28,3.44,3.08,1.38,1.55,2.34,1.08,7,3,16,8,23,11,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1889,21-22,Mar 20 2022,22,Morten Krogh,Vejle Stadion (Vejle),1,Vejle,OB,Won,Lost,3,0,2,0,2,0,63,37,9,12,0,0,2,3,6,3,3.54,3.56,2.03,1.4,1.47,1.81,1.29,7,4,9,7,16,11,"[55.71372409999999, 9.556157838024756, 'Region Syddanmark']",55.7137241,9.556157838,Region Syddanmark,Vejle
1890,21-22,Mar 20 2022,22,Mikkel Redder,Sydbank Park (Haderslev),1,Sonderjyske,Randers,Draw,Draw,1,1,1,1,0,0,53,47,0,1,0,0,3,2,2,4,3.19,3.58,2.3,1.53,1.78,1.28,1.49,5,3,5,11,10,14,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
1891,21-22,Mar 20 2022,22,Sandi Putros,JYSK park (Silkeborg),1,Silkeborg,Midtjylland,Lost,Won,0,3,0,1,0,0,41,59,9,10,0,0,3,0,4,7,2.78,3.64,2.54,1.75,1.68,1.37,2.12,4,8,7,11,11,19,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
1892,21-22,Apr 01 2022,23,JÂorgen Daugbjerg Burchardt,Energi Viborg Arena (Viborg),3093,Viborg,Sonderjyske,Won,Lost,3,0,2,1,2,0,48,52,13,11,0,0,3,0,6,5,1.74,3.4,4.4,1.78,1.48,1.25,1.61,4,7,6,7,10,14,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
1893,21-22,Apr 03 2022,23,Anders Poulsen,Ceres Park & Arena (Aarhus),1,AGF,Vejle,Draw,Draw,1,1,0,0,0,0,48,52,14,11,0,0,4,1,5,0,1.87,3.55,4.25,1.52,1.27,0.96,1.34,3,3,3,9,6,12,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1894,21-22,Apr 03 2022,23,Mads-Kristoffer Kristoffersen,Nature Energy Park (Odense),4545,OB,Nordsjaelland,Won,Lost,3,0,2,1,1,0,61,39,14,12,0,0,2,2,1,3,2.1,3.5,3.4,1.69,1.51,1.22,1.68,5,7,4,4,9,11,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1895,21-22,Apr 03 2022,23,Aydin Uslu,Brondby Stadion (Brondby),1,Brondby,Randers,Lost,Won,0,3,0,1,0,1,45,55,12,12,0,0,1,2,11,3,2.1,3.4,3.5,1.72,1.75,2.56,1.88,10,10,12,4,22,14,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
1896,21-22,Apr 03 2022,23,Michael Tykgaard,Aalborg Portland Park (Aalborg),1,AaB,Kobenhavn,Lost,Won,0,3,0,1,0,0,46,54,18,10,0,0,4,3,9,6,3.3,3.45,2.16,1.46,1.59,1.16,1.75,2,6,6,12,8,18,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1897,21-22,Apr 04 2022,23,Jonas Hansen,MCH Arena (Herning),1,Midtjylland,Silkeborg,Won,Lost,3,0,3,2,0,1,48,52,7,3,0,0,2,0,4,6,1.74,3.45,4.3,1.93,1.92,1.9,1.46,8,6,7,8,15,14,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
1898,21-22,Apr 08 2022,24,Jakob Kehlet,Aalborg Portland Park (Aalborg),1,AaB,Randers,Won,Lost,3,0,3,0,2,0,51,49,9,4,0,0,1,1,6,5,2.14,3.4,3.45,1.44,1.76,1.46,1.56,6,3,6,12,12,15,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1899,21-22,Apr 10 2022,24,Peter KjÂaersgaard-Andersen,Sydbank Park (Haderslev),1,Sonderjyske,OB,Draw,Draw,1,1,2,2,1,1,57,43,14,13,0,0,2,2,3,5,2.7,3.4,2.55,1.5,1.46,1.45,1.48,5,4,6,10,11,14,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
1900,21-22,Apr 10 2022,24,Sandi Putros,Right to Dream Park (Farum),1,Nordsjaelland,AGF,Draw,Draw,1,1,2,2,0,1,43,57,12,10,0,0,2,1,5,3,2.2,3.5,3.13,1.56,1.41,2.06,0.86,7,4,9,2,16,6,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
1901,21-22,Apr 10 2022,24,JÂorgen Daugbjerg Burchardt,JYSK park (Silkeborg),1,Silkeborg,Brondby,Won,Lost,3,0,3,0,1,0,27,73,11,5,0,1,1,0,3,3,2.1,3.4,3.5,1.72,1.51,2.25,0.63,7,0,13,7,20,7,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
1902,21-22,Apr 10 2022,24,Jakob A. Sundberg,Parken (Kobenhavn),1,Kobenhavn,Midtjylland,Won,Lost,3,0,1,0,0,0,43,57,9,10,0,0,2,3,4,4,2.15,3.4,3.3,1.87,1.72,1.55,1.35,4,4,10,8,14,12,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1903,21-22,Apr 11 2022,24,Mads-Kristoffer Kristoffersen,Vejle Stadion (Vejle),4188,Vejle,Viborg,Draw,Draw,1,1,2,2,1,1,54,46,17,10,1,0,4,0,0,5,3.13,3.42,2.24,1.44,1.7,1.08,1.63,5,6,2,7,7,13,"[55.71372409999999, 9.556157838024756, 'Region Syddanmark']",55.7137241,9.556157838,Region Syddanmark,Vejle
1904,21-22,Apr 13 2022,25,Morten Krogh,Cepheus Park Randers (Randers),1,Randers,Midtjylland,Lost,Won,0,3,1,3,0,2,51,49,7,7,0,0,1,0,5,5,3,3.5,2.2,1.74,1.69,2.01,1.89,7,10,10,5,17,15,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
1905,21-22,Apr 14 2022,25,Jakob A. Sundberg,Nature Energy Park (Odense),1,OB,Vejle,Won,Lost,3,0,2,1,0,0,45,55,19,9,0,0,2,1,6,3,1.67,3.6,4.5,1.65,1.27,1.28,1.4,7,3,2,10,9,13,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1906,21-22,Apr 14 2022,25,Peter KjÂaersgaard-Andersen,Ceres Park & Arena (Aarhus),1,AGF,Viborg,Lost,Won,0,3,0,2,0,0,50,50,9,13,0,0,2,2,5,9,2.6,3,2.6,1.47,1.69,0.86,2.21,2,6,5,17,7,23,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1907,21-22,Apr 14 2022,25,Anders Poulsen,JYSK park (Silkeborg),1,Silkeborg,Kobenhavn,Won,Lost,3,0,3,1,0,0,55,45,6,6,0,0,0,1,4,2,2.9,3.25,2.2,1.76,1.6,1.68,1.99,5,7,10,9,15,16,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
1908,21-22,Apr 14 2022,25,Mikkel Redder,Brondby Stadion (Brondby),1,Brondby,AaB,Lost,Won,0,3,0,1,0,1,35,65,8,11,0,0,1,2,13,0,2.4,3.25,2.75,1.79,1.46,2.45,0.72,4,2,21,5,25,7,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
1909,21-22,Apr 15 2022,25,Jens Maae,Right to Dream Park (Farum),1702,Nordsjaelland,Sonderjyske,Won,Lost,3,0,2,0,1,0,51,49,12,8,0,0,1,1,6,4,1.87,3.65,3.85,1.6,1.49,1.9,1.32,5,0,11,16,16,16,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
1910,21-22,Apr 17 2022,26,Aydin Uslu,Energi Viborg Arena (Viborg),1,Viborg,OB,Draw,Draw,1,1,1,1,1,0,58,42,14,5,0,0,2,1,3,5,2.1,3.5,3.25,1.74,1.46,1.64,1.7,6,5,9,11,15,16,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
1911,21-22,Apr 18 2022,26,Jonas Hansen,Sydbank Park (Haderslev),1,Sonderjyske,AGF,Won,Lost,3,0,2,1,1,1,51,49,17,13,1,0,4,4,7,9,2.91,3.47,2.39,1.5,1.37,1.91,1.95,9,9,5,7,14,16,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
1912,21-22,Apr 18 2022,26,Jakob Kehlet,Vejle Stadion (Vejle),1,Vejle,Nordsjaelland,Draw,Draw,1,1,0,0,0,0,25,75,7,7,0,1,2,1,5,3,2.79,3.48,2.48,1.41,1.52,2.66,0.7,8,3,15,2,23,5,"[55.71372409999999, 9.556157838024756, 'Region Syddanmark']",55.7137241,9.556157838,Region Syddanmark,Vejle
1913,21-22,Apr 18 2022,26,Sandi Putros,Parken (Kobenhavn),33758,Kobenhavn,Brondby,Won,Lost,3,0,2,0,0,0,46,54,10,9,0,0,2,3,8,8,1.68,4.05,6.25,1.84,1.44,2.02,1.27,3,4,19,6,22,10,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1914,21-22,Apr 18 2022,26,JÂorgen Daugbjerg Burchardt,MCH Arena (Herning),1,Midtjylland,AaB,Won,Lost,3,0,2,0,2,0,47,53,14,13,0,1,2,1,5,4,1.91,3.55,4.1,1.93,1.39,2.32,1.08,10,3,9,6,19,9,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
